ID;parque;idade;sexo;cidade;estadocivil;escolar;ocupacao;renda;qdepend;objetivo;freqvis;infraestrutura;tamanho;sombra;temperatura;lance1;resp1;lance2;resp2;bidl;bidh
267;santosdumont;60;2;rio de janeiro;2;16;3;2500;0;4;4;3;4;3;3;66;0;31;0;31;74
268;santosdumont;34;1;recife;1;20;1;5000;1;4;4;5;5;5;5;2;1;22;0;1;22
269;santosdumont;37;1;recife;1;12;6;2000;2;3;5;4;5;4;4;41;1;53;1;6;53
270;santosdumont;39;1;recife;2;16;20;2900;2;2;4;4;4;4;4;34;1;66;0;6;66
271;santosdumont;53;2;recife;4;14;3;1800;3;3;12;5;5;3;4;35;1;60;0;6;60
272;santosdumont;38;2;recife;1;20;0;600;3;3;5;4;4;4;3;41;1;48;0;6;48
273;santosdumont;18;1;recife;1;14;2;468;0;1;24;5;4;4;3;57;1;62;1;8;62
274;santosdumont;31;1;recife;2;20;2;14000;1;4;15;4;5;5;5;29;1;36;0;5;36
275;santosdumont;23;1;recife;1;16;2;2200;0;3;17;4;5;5;5;65;1;68;1;8;68
276;santosdumont;60;1;jaboatao;3;20;1;2000;2;3;12;3;4;3;3;12;0;10;0;10;15
277;santosdumont;22;2;recife;3;20;2;1500;0;2;4;4;5;4;4;16;1;44;0;4;44
278;santosdumont;67;1;recife;2;20;1;5000;1;3;4;4;5;4;5;67;1;70;0;8;70
279;santosdumont;44;1;recife;2;22;2;8000;2;4;12;4;5;4;4;16;1;37;1;4;37
280;santosdumont;43;2;recife;2;22;1;4500;2;4;1;4;4;3;3;62;0;13;1;13;70
281;santosdumont;52;2;recife;4;14;6;5000;1;4;25;3;4;4;3;68;0;33;0;33;76
282;santosdumont;36;2;recife;1;20;2;6000;1;3;4;4;4;5;5;47;0;26;0;26;54
283;santosdumont;19;1;recife;1;16;2;1000;3;7;3;4;4;4;3;28;1;45;1;5;45
284;santosdumont;40;1;recife;2;22;1;6000;2;2;1;3;5;4;3;14;1;31;1;4;31
285;santosdumont;23;2;recife;1;18;7;800;0;7;3;4;5;4;3;67;1;68;1;8;68
286;santosdumont;53;1;recife;2;22;1;10000;2;4;10;4;4;4;4;19;1;67;1;4;67
287;santosdumont;33;1;recife;2;22;7;8000;0;2;7;4;5;4;3;22;0;18;0;18;27
288;santosdumont;51;1;recife;2;20;2;6000;0;3;20;4;5;4;4;7;1;25;1;3;25
289;santosdumont;32;1;recife;2;20;2;7000;1;2;8;5;5;4;5;28;1;67;1;5;67
290;santosdumont;50;2;paulista;1;20;2;3000;0;3;4;5;5;2;3;20;1;66;1;4;66
291;santosdumont;40;1;recife;2;16;6;2000;0;3;8;3;5;3;3;8;1;56;1;3;56
292;santosdumont;49;1;recife;2;20;1;8000;3;3;8;4;5;3;4;16;1;64;1;4;64
293;santosdumont;63;2;recife;2;9;3;1200;2;3;12;3;5;4;3;8;1;68;1;3;68
294;santosdumont;51;1;recife;2;20;1;4300;2;3;20;3;5;5;5;25;1;55;0;5;55
295;santosdumont;36;2;recife;1;20;2;3800;0;3;12;3;5;3;4;4;1;58;1;2;58
296;santosdumont;48;1;recife;4;13;6;3000;2;3;4;4;5;5;5;14;1;63;0;4;63
297;santosdumont;71;1;jaboatao;2;16;3;3300;2;2;2;4;5;4;3;43;1;47;1;7;47
298;santosdumont;33;2;jaboatao;1;16;2;1850;0;3;8;4;5;3;3;35;1;65;0;6;65
299;santosdumont;58;1;jaboatao;2;20;6;2800;0;2;1;5;5;4;5;11;1;49;1;3;49
300;santosdumont;36;1;recife;1;16;2;1400;0;3;8;4;4;3;4;38;1;64;1;6;64
301;santosdumont;46;2;recife;2;16;2;1700;2;4;4;4;5;4;4;14;1;44;1;4;44
302;santosdumont;34;2;recife;2;16;2;1800;1;4;3;4;5;4;5;26;1;64;0;5;64
303;santosdumont;30;2;recife;1;20;6;2500;0;3;25;4;4;3;3;15;1;57;0;4;57
304;santosdumont;33;2;recife;2;16;6;600;1;4;24;3;5;3;3;10;1;47;1;3;47
305;santosdumont;42;2;recife;2;20;1;5000;1;4;8;5;5;4;4;9;1;63;0;3;63
306;santosdumont;48;2;recife;2;16;4;5000;2;4;4;4;5;4;4;31;1;67;0;6;67
307;santosdumont;24;1;recife;1;16;2;2900;1;3;2;5;5;4;4;33;1;63;0;6;63
308;santosdumont;41;1;recife;2;20;1;10000;2;4;1;4;4;4;4;11;1;19;1;3;19
309;santosdumont;73;1;recife;4;16;3;1800;0;4;4;5;5;4;4;24;1;53;0;5;53
310;santosdumont;28;1;recife;1;16;6;6000;3;1;4;5;5;5;5;37;1;62;0;6;62
311;santosdumont;34;2;recife;2;20;1;8000;2;4;1;4;5;4;4;27;1;44;1;5;44
312;santosdumont;20;1;recife;1;16;2;500;0;3;16;5;5;3;4;11;1;56;1;3;56
313;santosdumont;34;2;recife;2;15;4;1000;2;4;8;4;4;5;4;7;1;58;1;3;58
314;santosdumont;51;1;recife;2;20;2;6000;0;3;20;4;5;4;4;7;1;25;1;3;25
315;santosdumont;32;1;recife;2;20;2;7000;1;2;8;5;5;4;5;28;1;67;1;5;67
316;santosdumont;50;2;paulista;1;20;2;3000;0;3;4;5;5;2;3;20;1;66;1;4;66
317;santosdumont;40;1;recife;2;16;6;2000;0;3;8;3;5;3;3;8;1;56;1;3;56
318;santosdumont;49;1;recife;2;20;1;8000;3;3;8;4;5;3;4;16;1;64;1;4;64
319;santosdumont;63;2;recife;2;9;3;1200;2;3;12;3;5;4;3;8;1;68;1;3;68
320;santosdumont;51;1;recife ;2;20;1;4300;2;3;20;3;5;5;5;25;1;55;0;5;55
321;santosdumont;36;2;recife;1;20;2;3800;0;3;12;3;5;3;4;4;1;58;1;2;58
322;santosdumont;48;1;recife;4;13;6;3000;2;3;4;4;5;5;5;14;1;63;0;4;63
323;santosdumont;71;1;jaboatao;2;16;3;3300;2;2;2;4;5;4;3;43;1;47;1;7;47
324;santosdumont;33;2;jaboatao;1;16;2;1850;0;3;8;4;5;3;3;35;1;65;0;6;65
325;santosdumont;58;1;jaboatao;2;20;6;2800;0;2;1;5;5;4;5;11;1;49;1;3;49
326;santosdumont;36;1;recife;1;16;2;1400;0;3;8;4;4;3;4;38;1;64;1;6;64
327;santosdumont;46;2;recife;2;16;2;1700;2;4;4;4;5;4;4;14;1;44;1;4;44
328;santosdumont;29;2;recife;1;22;1;5000;0;3;12;4;4;2;3;36;1;62;0;6;62
329;santosdumont;35;2;recife;2;20;1;7000;2;3;4;3;4;3;2;31;1;45;0;6;45
330;santosdumont;26;2;recife;1;22;2;4000;0;2;4;4;4;4;4;2;1;62;0;1;62
331;santosdumont;40;1;recife;2;20;2;5000;1;3;8;4;5;4;3;35;1;69;0;6;69
332;santosdumont;35;1;recife;2;16;6;7000;1;4;1;4;4;4;4;24;1;66;1;5;66
333;santosdumont;65;2;olinda;2;16;3;4000;0;4;1;4;5;5;4;10;1;68;0;3;68
334;santosdumont;60;1;fortaleza;2;20;1;8000;4;4;1;4;5;2;3;35;1;57;1;6;57
335;santosdumont;39;2;gloria do goita;1;16;2;1000;0;2;1;5;5;5;4;39;1;65;1;6;65
336;santosdumont;34;2;recife;2;22;2;10000;1;4;1;2;2;3;4;34;1;70;0;6;70
337;santosdumont;45;2;jaboatao;2;22;6;3000;2;3;8;5;5;4;4;38;1;52;0;6;52
338;santosdumont;41;2;jaboatao;2;20;1;5000;2;2;2;3;5;5;4;14;1;39;1;4;39
339;santosdumont;30;2;olinda;1;20;6;600;0;3;4;3;4;3;4;6;1;69;1;2;69
340;santosdumont;26;1;recife;1;16;0;1000;0;3;4;3;5;4;4;12;1;53;0;3;53
341;santosdumont;24;2;recife;1;20;6;2000;1;2;30;4;5;5;4;46;1;68;0;7;68
342;santosdumont;70;1;jaboatao;2;16;3;3500;0;2;1;4;5;5;4;31;1;52;0;6;52
343;lindu;52;1;jaboatao;2;11;6;900;2;7;8;3;3;4;4;41;1;57;1;6;57
344;lindu;32;2;jaboatao;1;20;2;2000;1;4;3;3;3;4;4;28;0;21;0;21;33
345;lindu;65;1;jaboatao;2;9;6;1500;1;7;6;3;3;5;3;12;1;50;1;3;50
346;lindu;27;2;jaboatao;2;13;4;90;2;4;5;4;4;4;4;45;0;1;0;1;52
347;lindu;38;2;recife;2;22;2;2100;0;3;3;4;4;5;4;6;1;41;1;2;41
348;lindu;34;2;recife;1;20;6;5000;1;4;5;3;1;4;3;10;1;26;0;3;26
349;lindu;51;1;recife;2;20;2;8000;1;4;1;3;3;4;3;24;1;44;0;5;44
350;lindu;18;1;jaboatao;1;16;5;1700;2;2;6;2;2;4;3;5;1;6;1;2;6
351;lindu;28;2;recife;1;20;0;1000;3;7;6;4;4;5;4;36;0;13;1;13;42
352;lindu;58;2;jaboatao;2;20;1;1800;0;7;5;3;3;4;4;66;0;21;0;21;74
353;lindu;52;2;jaboatao;1;16;6;1500;0;4;6;5;3;5;5;49;1;66;0;7;66
354;lindu;20;2;recife;1;19;5;1000;0;4;9;4;5;5;4;27;1;39;1;5;39
355;lindu;36;2;recife;2;20;2;3000;1;4;7;4;4;5;5;34;1;37;1;6;37
356;lindu;55;1;jaboatao;2;9;6;920;4;7;7;5;3;4;4;37;0;21;1;21;43
357;lindu;46;1;recife;2;16;1;3000;2;4;3;3;3;4;3;46;0;5;0;5;53
358;lindu;36;2;recife;1;16;6;500;0;2;7;4;5;5;5;15;1;62;0;4;62
359;lindu;59;2;recife;2;20;6;7000;2;2;1;3;3;3;3;26;0;7;0;7;31
360;lindu;32;1;recife;1;20;6;10000;0;2;5;4;5;5;4;19;0;5;0;5;23
361;lindu;19;2;recife;1;18;5;450;0;2;1;3;2;4;4;20;1;37;1;4;37
362;lindu;27;2;recife;1;16;7;900;0;4;1;4;4;4;3;19;1;57;0;4;57
363;lindu;40;1;recife;2;20;2;10000;3;2;1;4;4;3;3;56;1;59;1;7;59
364;lindu;37;1;jaboatao;2;16;1;7000;3;4;3;3;3;4;4;44;0;36;1;36;51
365;lindu;27;2;jaboatao;1;16;4;900;1;2;6;5;5;5;5;54;1;60;1;7;60
366;lindu;24;1;camaragibe;2;20;6;1500;0;2;9;4;4;3;3;53;1;70;0;7;70
367;lindu;48;2;olinda;1;20;2;3000;0;7;10;4;4;5;5;4;1;12;1;2;12
368;lindu;30;2;recife;1;16;1;2000;0;2;6;4;3;4;4;46;1;59;0;7;59
369;lindu;33;1;cabo de santo agostinho;1;20;2;2500;3;4;13;3;4;4;4;6;1;37;0;2;37
370;lindu;52;1;recife;2;12;6;3000;6;4;3;5;5;5;4;58;1;70;1;8;70
371;lindu;42;1;camaragibe;3;16;2;2200;2;2;9;4;4;4;3;68;0;66;0;66;76
372;lindu;46;1;recife;2;22;2;10800;2;4;1;3;3;2;4;63;0;10;0;10;71
373;lindu;19;2;recife;1;17;5;940;0;3;3;5;4;5;2;67;0;20;1;20;75
374;lindu;36;2;jaboatao;2;20;2;12000;3;4;3;3;4;4;4;30;1;31;1;5;31
375;lindu;43;2;recife;1;20;7;998;1;4;1;4;4;4;4;20;1;33;0;4;33
376;lindu;57;2;recife;2;20;1;4000;3;4;1;4;4;5;3;3;1;70;0;2;70
377;lindu;62;2;jaboatao;1;22;1;5000;0;3;4;4;3;4;4;2;1;4;1;1;4
378;lindu;38;1;jaboatao;2;16;2;1800;1;2;5;4;4;4;5;36;1;70;1;6;70
379;lindu;36;2;jaboatao;2;20;2;2000;2;4;1;5;4;5;5;54;1;65;0;7;65
380;lindu;78;2;recife;4;20;3;3600;0;2;1;4;3;4;4;37;1;42;0;6;42
381;lindu;23;2;recife;1;16;1;1100;0;2;1;3;3;5;4;12;1;18;1;3;18
382;lindu;42;1;camaragibe;2;20;2;7000;3;4;1;4;3;4;4;7;1;16;1;3;16
383;lindu;65;2;jaboatao;3;16;3;998;1;7;1;3;3;3;3;19;0;18;0;18;23
384;lindu;40;2;recife;2;11;4;500;3;7;1;5;5;4;4;59;0;10;0;10;67
385;lindu;38;2;recife;2;20;6;1200;2;2;17;4;2;4;4;68;0;14;0;14;76
386;lindu;33;2;jaboatao;1;16;2;998;2;2;1;4;4;4;5;32;1;68;0;6;68
387;lindu;33;2;sao lourenco;2;16;2;1400;1;2;30;4;3;4;4;2;1;39;0;1;39
388;lindu;39;2;jaboatao;1;16;2;998;1;2;33;4;4;4;4;62;1;67;0;8;67
389;lindu;38;1;jaboatao;2;20;2;4500;0;4;25;4;4;3;4;62;1;67;1;8;67
390;lindu;38;1;recife;2;16;2;2040;3;4;33;4;4;4;4;30;1;60;0;5;60
391;lindu;39;2;recife;1;20;1;5000;2;4;25;4;4;4;4;1;1;28;1;1;28
392;lindu;50;1;recife;3;16;1;4000;4;3;1;5;4;4;3;63;0;39;0;39;71
393;lindu;30;1;jaboatao;1;16;2;1300;2;4;33;4;3;5;4;42;0;5;1;5;48
394;lindu;41;2;recife;3;20;6;600;1;4;25;4;4;5;2;37;1;59;0;6;59
395;lindu;35;2;jaboatao;3;16;2;1000;0;4;1;3;4;4;4;41;0;25;0;25;47
396;lindu;36;1;cabo de santo agostinho;1;16;1;2000;1;4;25;4;3;4;3;39;1;40;1;6;40
397;lindu;41;1;jaboatao;2;19;5;2000;1;4;10;4;4;5;4;38;1;45;1;6;45
398;lindu;36;1;recife;2;20;6;14000;2;4;1;3;5;5;4;18;1;32;0;4;32
399;lindu;23;2;recife;1;16;2;1800;1;4;3;4;3;4;4;29;1;62;1;5;62
400;lindu;59;2;recife;2;22;3;1800;0;4;21;5;1;5;4;13;1;16;1;4;16
401;lindu;53;1;recife;1;13;2;2000;1;7;17;4;4;5;4;13;1;16;1;4;16
402;lindu;59;2;camaragibe;1;10;0;1000;1;4;75;5;3;5;3;46;1;48;1;7;48
403;lindu;33;2;recife;1;20;2;3000;0;4;1;3;1;4;3;25;0;2;0;2;30
404;lindu;41;1;recife;2;20;6;18000;2;4;1;4;4;3;4;48;0;36;1;36;55
405;lindu;23;1;recife;1;16;2;1000;0;2;1;4;2;4;4;50;0;24;0;24;57
406;lindu;41;1;recife;1;20;2;15000;2;2;5;5;4;5;4;70;0;20;0;20;78
407;lindu;52;2;jaboatao;1;20;2;1000;1;4;3;3;4;4;4;37;0;10;1;10;43
408;lindu;49;2;recife;2;15;6;2000;1;4;1;3;3;4;3;15;0;9;1;9;19
409;lindu;36;2;recife;2;15;6;15000;1;4;1;3;2;4;4;53;0;52;1;52;60
410;lindu;39;1;recife;2;20;3;6000;1;4;1;5;3;5;4;50;0;11;0;11;57
411;lindu;61;2;recife;3;16;2;1800;0;4;3;4;3;5;3;32;0;18;0;18;38
412;lindu;20;1;recife;1;20;2;998;0;3;1;5;3;5;4;62;0;43;0;43;70
413;lindu;58;1;abreu e Lima;2;16;3;8400;3;4;1;5;2;5;5;44;1;64;1;7;64
414;lindu;61;1;recife;2;16;1;8000;3;3;1;3;3;4;4;30;0;14;0;14;35
415;lindu;35;1;jaboatao;2;16;2;3000;1;2;3;4;4;4;4;70;0;22;0;22;78
416;lindu;69;1;jaboatao;2;10;3;2000;2;2;3;4;5;4;4;12;0;8;0;8;15
417;lindu;38;1;camaragibe;2;16;2;3400;2;2;4;5;5;4;5;10;1;49;1;3;49
418;lindu;47;1;olinda;2;16;2;2000;0;7;3;5;4;5;4;69;1;70;1;8;70
419;lindu;25;1;jaboatao;1;16;2;998;0;2;13;4;3;3;4;69;1;70;1;8;70
420;lindu;52;2;recife;2;20;1;5800;1;4;3;4;4;4;4;51;1;63;1;7;63
421;lindu;36;2;jaboatao;1;13;2;998;0;2;15;3;4;4;2;27;1;30;1;5;30
422;lindu;34;2;recife;2;2;6;8000;2;4;1;4;3;3;4;70;1;75;1;8;75
423;lindu;62;2;recife;3;1;2;7000;0;4;1;4;3;4;4;65;0;38;0;38;73
424;lindu;54;1;recife;3;20;6;10000;0;2;1;4;4;4;4;55;0;6;0;6;62
425;lindu;30;2;recife;1;16;2;998;1;4;3;4;4;4;4;31;0;17;0;17;37
426;lindu;47;1;recife;2;20;6;10000;1;7;1;5;3;5;3;65;1;69;1;8;69
427;lindu;61;2;jaboatao;2;16;3;3000;1;4;2;3;1;5;4;33;0;8;0;8;39
428;lindu;22;2;jaboatao;2;16;2;1340;1;2;1;4;3;4;5;22;0;10;0;10;27
429;lindu;61;1;recife;2;16;3;4000;3;4;3;3;3;4;3;11;0;7;0;7;14
430;lindu;36;1;recife;2;16;6;4000;1;4;1;1;3;4;5;62;1;66;1;8;66
431;lindu;39;2;recife;2;20;6;2200;3;4;1;4;3;4;3;22;1;40;0;5;40
432;lindu;61;2;recife;1;16;3;1497;0;7;8;5;5;5;3;15;0;15;0;15;19
433;lindu;28;2;olinda;1;20;2;2000;0;2;5;4;4;5;4;26;1;50;1;5;50
434;lindu;37;1;jaboatao;1;20;1;998;0;3;1;3;4;3;4;37;0;27;0;27;43
435;lindu;37;2;recife;2;20;2;4000;2;4;1;2;2;5;3;28;1;46;0;5;46
436;lindu;42;2;recife;2;20;1;6000;2;4;1;4;4;3;4;55;0;17;1;17;62
437;lindu;75;2;recife;4;20;3;5000;0;4;1;3;4;5;5;44;1;48;0;7;48
438;lindu;29;2;recife;1;20;2;1000;2;4;3;4;3;4;4;52;1;54;1;7;54
439;lindu;27;2;jaboatao;1;16;4;998;1;7;8;3;4;5;3;40;1;54;1;6;54
440;lindu;31;1;jaboatao;2;20;2;7000;2;4;2;4;4;5;5;55;0;2;1;2;62
441;lindu;37;1;recife;1;19;6;3200;1;4;1;3;2;3;4;62;1;64;1;8;64
442;lindu;43;2;recife;3;22;1;3000;2;4;1;1;1;5;4;11;0;1;1;1;14
443;lindu;30;1;recife;2;20;2;8000;3;2;17;5;5;5;3;27;1;29;0;5;29
444;lindu;32;2;jaboatao;2;20;3;2000;1;4;3;5;3;5;5;69;0;52;0;52;77
445;lindu;39;1;recife;2;16;1;5000;2;4;8;4;3;5;3;66;1;68;1;8;68
446;lindu;19;2;recife;1;17;5;200;0;3;4;4;3;4;4;11;0;2;0;2;14
447;lindu;36;1;jaboatao;2;20;6;15000;5;4;4;4;3;3;4;31;1;56;1;6;56
448;lindu;41;1;recife;2;22;1;10000;3;4;1;3;3;4;2;49;1;55;1;7;55
449;lindu;74;2;recife;2;20;3;3000;0;4;4;4;4;5;5;41;1;46;0;6;46
450;caiara;19;1;recife;1;2;5;600;0;2;3;3;4;4;3;16;0;9;0;9;20
451;caiara;23;2;recife;1;22;1;2100;0;3;10;4;5;3;3;3;1;37;0;2;37
452;caiara;40;2;recife;2;20;1;4500;1;2;3;3;3;3;4;13;0;13;1;13;17
453;caiara;19;2;recife;1;16;0;200;0;3;8;4;3;3;4;13;0;6;0;6;17
454;caiara;30;1;recife;;20;6;3000;2;4;4;4;5;4;3;45;0;34;0;34;52
455;caiara;27;2;olinda;;22;2;3000;1;2;1;4;4;4;4;25;0;7;1;7;30
456;caiara;40;1;recife;3;26;1;7500;2;3;5;4;5;4;4;34;1;61;1;6;61
457;caiara;25;1;recife;1;20;0;300;0;2;2;4;5;3;4;54;0;50;1;50;61
458;caiara;20;2;recife;1;16;6;800;0;7;6;4;4;4;3;18;0;13;0;13;22
459;caiara;37;1;recife;1;12;6;1200;4;7;15;4;3;3;4;63;0;60;0;60;71
460;caiara;22;1;moreno;1;16;2;1500;0;2;1;4;4;4;4;3;1;12;0;2;12
461;caiara;24;1;moreno;1;16;1;1200;0;2;1;4;3;3;5;23;0;10;1;10;28
462;caiara;22;1;moreno;1;16;0;;0;2;1;2;5;4;3;49;0;26;0;26;56
463;caiara;60;1;recife;2;2;2;3800;0;3;6;4;4;4;4;48;0;6;1;6;55
464;caiara;58;1;recife;;20;1;3800;0;3;6;4;4;4;4;34;0;33;0;33;40
465;caiara;34;1;recife;2;20;6;2100;1;3;6;4;3;2;3;61;0;9;1;9;69
466;caiara;49;1;recife;3;16;0;;0;6;4;4;4;4;4;39;0;18;0;18;45
467;caiara;40;2;recife;1;19;1;2200;0;6;4;3;4;3;4;31;0;28;0;28;37
468;caiara;70;1;recife;4;1;3;1800;0;3;3;4;5;4;5;58;0;45;0;45;66
469;caiara;19;2;recife;4;16;5;200;0;1;5;4;3;3;3;22;0;10;1;10;27
470;caiara;30;2;recife;1;9;6;1100;0;7;6;3;4;4;4;44;0;40;0;40;51
471;caiara;40;1;recife;3;20;2;3000;2;3;10;4;5;5;4;60;0;53;0;53;68
472;caiara;19;1;recife;1;16;5;;0;3;10;4;5;5;4;14;0;10;1;10;18
473;caiara;41;2;recife;2;20;1;2700;4;4;3;3;4;4;4;16;1;44;1;4;44
474;caiara;22;1;recife;1;4;5;1000;0;7;2;4;4;4;4;53;1;54;1;7;54
475;caiara;22;1;recife;1;4;5;1000;0;7;3;2;3;3;3;58;0;35;0;35;66
476;caiara;33;1;recife;2;22;2;4900;1;4;2;4;4;4;4;30;0;20;1;20;35
477;caiara;31;2;recife;2;20;4;;1;4;2;3;4;4;4;62;0;34;0;34;70
478;caiara;27;2;recife;1;6;5;900;0;3;6;3;4;4;4;27;0;10;1;10;32
479;caiara;39;2;recife;2;20;7;1700;3;7;1;4;4;4;4;51;0;29;0;29;58
480;caiara;26;1;recife;1;20;2;3000;0;2;5;3;4;4;4;61;0;10;1;10;69
481;caiara;27;1;recife;1;20;2;1800;2;3;8;3;3;3;4;28;0;27;0;27;33
482;caiara;30;2;recife;2;3;0;;1;7;1;4;4;4;4;52;0;42;0;42;59
483;caiara;18;1;recife;1;8;6;600;0;3;5;3;2;3;3;9;1;13;1;3;13
484;caiara;30;1;recife;2;12;2;1200;2;2;4;3;4;4;3;27;0;27;1;27;32
485;caiara;19;1;recife;;16;0;;1;4;2;4;4;4;4;15;1;27;0;4;27
486;caiara;24;1;recife;2;15;1;1100;2;2;5;3;3;3;2;5;1;42;0;2;42
487;caiara;39;1;recife;4;20;2;3000;3;4;2;2;3;3;3;14;0;1;1;1;18
488;caiara;40;1;recife;1;22;2;5000;2;3;8;4;5;4;4;17;1;39;0;4;39
489;caiara;60;2;recife;2;9;2;2500;0;4;2;2;3;3;3;39;0;29;0;29;45
490;caiara;53;1;recife;2;20;2;4000;1;4;2;3;3;3;3;21;0;18;0;18;26
491;caiara;35;1;recife;2;16;2;1700;3;4;2;3;4;4;4;12;1;51;0;3;51
492;caiara;37;2;recife;2;2;0;1700;3;4;2;4;5;4;4;70;0;30;0;30;78
493;caiara;21;2;recife;1;16;2;1200;0;7;2;2;3;3;4;11;1;18;1;3;18
494;caiara;14;1;recife;1;16;0;150;0;7;2;2;4;4;3;29;0;29;0;29;34
495;caiara;22;1;recife;1;16;2;900;0;7;3;2;3;3;3;8;1;50;0;3;50
496;caiara;19;1;recife;1;16;5;100;0;7;2;2;4;4;4;51;0;36;0;36;58
497;caiara;22;2;recife;1;1;5;100;0;7;2;2;4;4;3;23;0;11;0;11;28
498;caiara;60;1;recife;4;11;3;1300;0;3;6;2;4;4;4;39;0;18;0;18;45
499;caiara;22;2;recife;1;1;5;300;0;2;5;3;4;4;4;34;0;2;1;2;40
500;caiara;43;2;recife;2;20;7;998;0;3;8;3;4;2;2;16;0;9;0;9;20
501;caiara;19;1;recife;1;16;6;500;0;3;3;3;4;4;4;45;0;45;0;45;52
502;caiara;27;1;recife;1;20;5;;0;3;1;3;4;2;3;25;0;7;0;7;30
503;caiara;37;2;recife;1;16;4;1200;2;2;30;5;5;4;3;34;1;61;0;6;61
504;caiara;22;1;santo andre;2;20;5;;1;2;3;3;5;4;3;54;1;61;1;7;61
505;caiara;47;1;recife;1;20;6;998;1;3;3;4;5;2;2;18;1;51;0;4;51
506;caiara;38;1;recife;2;20;6;998;1;3;4;3;5;1;1;63;0;63;0;63;71
507;caiara;21;1;recife;1;16;5;600;0;3;3;3;4;4;4;3;1;37;0;2;37
508;caiara;23;1;recife;1;20;5;750;0;3;4;3;5;5;3;13;0;2;1;2;17
509;caiara;26;1;recife;1;16;0;700;0;3;3;3;4;5;3;13;1;55;0;4;55
510;macaxeira;45;1;recife;1;15;7;1500;1;3;1;3;5;3;1;48;1;50;1;7;50
511;macaxeira;40;2;recife;0;13;3;988;2;2;4;4;5;5;2;21;0;16;0;0;26
512;macaxeira;39;2;camaragibe;0;15;5;988;2;3;3;5;5;4;1;54;0;24;1;24;61
513;macaxeira;15;2;recife;0;12;6;0;0;3;1;3;5;3;1;26;0;26;1;26;31
514;macaxeira;26;1;recife;0;19;2;3000;0;3;2;4;5;3;1;27;1;45;1;5;45
515;macaxeira;24;1;recife;0;17;6;1500;0;3;2;1;5;4;1;56;1;58;1;7;58
516;macaxeira;25;2;recife;0;17;2;2000;0;3;1;4;5;4;2;9;1;16;1;3;16
517;macaxeira;33;1;recife;0;19;3;2000;1;3;3;4;5;5;1;53;0;44;1;44;60
518;macaxeira;41;2;recife;1;12;5;1500;2;3;2;4;4;3;1;33;1;38;1;6;38
519;macaxeira;22;1;paulista;0;17;7;1700;0;3;5;4;5;5;1;23;1;48;1;5;48
520;macaxeira;24;1;recife;0;15;3;1600;0;3;5;4;5;5;1;41;0;35;0;0;47
521;macaxeira;22;2;recife;0;15;5;988;1;2;4;4;5;5;1;33;0;27;0;0;39
522;macaxeira;25;1;recife;0;15;1;1200;0;3;4;3;5;3;1;13;1;17;1;4;17
523;macaxeira;49;2;recife;0;19;5;1100;1;3;1;3;5;4;1;25;0;20;0;0;30
524;macaxeira;20;2;recife;0;15;6;0;0;4;4;4;5;4;1;28;0;7;1;7;33
525;macaxeira;27;2;recife;1;15;7;1200;1;3;2;3;4;3;2;20;0;10;1;10;24
526;macaxeira;39;2;recife;1;14;7;400;0;3;1;5;5;4;1;21;0;20;1;20;26
527;macaxeira;42;2;recife;0;21;2;1800;0;2;4;3;5;4;1;6;1;20;1;2;20
528;macaxeira;45;2;recife;0;17;2;988;1;3;2;4;4;3;1;3;1;11;1;2;11
529;macaxeira;25;1;recife;1;17;6;800;0;3;1;4;5;2;1;55;0;48;0;0;62
530;macaxeira;23;2;recife;0;15;7;500;0;2;2;4;4;4;1;11;0;9;1;9;14
531;macaxeira;52;1;recife;0;6;7;800;2;3;4;4;4;5;1;39;1;57;1;6;57
532;macaxeira;22;2;recife;1;17;2;988;0;3;2;4;5;1;1;40;0;16;1;16;46
533;macaxeira;36;1;recife;0;13;3;988;1;3;3;4;4;4;1;28;0;21;1;21;33
534;macaxeira;23;1;recife;0;17;6;500;0;3;2;5;5;5;1;31;0;7;1;7;37
535;macaxeira;61;1;recife;1;17;7;5000;1;3;2;3;4;1;1;14;1;55;1;4;55
536;macaxeira;53;2;recife;1;15;5;988;1;3;1;3;5;5;2;18;0;6;1;6;22
537;macaxeira;27;1;recife;1;14;3;1600;0;3;2;5;5;4;1;5;1;35;1;2;35
538;macaxeira;30;1;recife;0;13;3;988;1;3;1;4;4;4;1;43;0;36;0;0;50
539;macaxeira;58;1;recife;1;15;7;4500;1;4;1;4;5;3;1;20;1;33;1;4;33
540;macaxeira;21;1;recife;0;15;6;300;0;2;1;4;4;3;1;28;1;39;1;5;39
541;macaxeira;42;2;recife;0;15;2;2000;0;3;3;4;4;2;2;2;1;31;1;1;31
542;macaxeira;46;2;recife;1;15;5;0;2;3;2;4;5;5;1;44;0;37;0;0;51
543;macaxeira;40;1;recife;1;12;3;1300;2;2;3;5;4;5;1;13;0;8;1;8;17
544;macaxeira;64;2;recife;1;8;4;998;2;2;3;3;5;4;1;33;0;27;0;0;39
545;macaxeira;68;1;recife;1;5;4;998;0;4;3;3;4;5;1;50;0;43;0;0;57
546;macaxeira;26;1;recife;0;19;3;1050;0;2;5;3;4;1;2;11;0;8;0;0;14
547;macaxeira;43;1;recife;1;15;3;1500;4;2;3;5;5;4;1;51;0;20;1;20;58
548;macaxeira;20;1;recife;0;19;6;0;0;3;1;3;4;3;1;6;1;46;1;2;46
