ID;parque;idade;sexo;cidade;estadocivil;escolar;ocupacao;renda;qdepend;objetivo;freqvis;infraestrutura;tamanho;sombra;temperatura;lance1;resp1;lance2;resp2;bidl;bidh
549;macaxeira;42;1;recife;1;15;2;1000;3;4;4;4;4;2;1;43;1;8;1;7;8
550;macaxeira;46;2;recife;0;14;7;600;2;3;1;3;5;3;2;33;0;27;0;0;39
551;macaxeira;49;2;abreu e Lima;1;11;5;500;0;2;6;4;4;3;1;17;0;13;0;0;21
552;macaxeira;59;1;recife;1;14;3;2000;0;3;1;4;5;5;1;6;1;10;1;2;10
553;macaxeira;27;1;recife;0;15;7;1900;0;3;2;3;5;3;1;27;1;37;1;5;37
554;macaxeira;34;1;recife;1;15;3;1500;2;4;2;3;5;2;1;56;1;23;1;7;23
555;macaxeira;35;2;recife;1;15;1;998;0;3;3;3;4;4;1;42;0;36;0;0;48
556;macaxeira;38;2;recife;0;19;5;1200;5;3;1;4;5;5;1;18;0;14;0;0;22
557;macaxeira;60;2;recife;0;12;4;998;0;4;3;5;4;3;1;7;0;4;0;0;10
558;macaxeira;71;2;recife;1;9;5;1000;1;3;1;4;5;2;1;30;0;25;0;0;35
559;macaxeira;24;2;recife;1;15;1;0;1;3;1;3;5;3;1;26;1;8;1;5;8
560;macaxeira;33;1;recife;1;17;3;3000;1;2;4;4;5;3;1;24;1;27;1;5;27
561;macaxeira;35;2;recife;0;15;3;998;2;3;1;3;5;4;1;36;0;30;0;0;42
562;macaxeira;40;2;recife;1;19;1;0;0;4;4;3;5;2;1;32;1;8;1;6;8
563;macaxeira;42;1;recife;1;15;2;5988;3;3;4;4;5;2;1;36;1;26;1;6;26
564;macaxeira;49;2;recife;1;9;5;0;0;3;2;3;5;3;1;47;1;28;1;7;28
565;macaxeira;60;2;recife;1;12;3;2000;1;3;1;4;4;3;1;46;1;50;1;7;50
566;macaxeira;35;1;recife;1;15;7;1100;2;2;2;5;5;2;1;28;1;56;1;5;56
567;macaxeira;36;2;recife;1;15;1;0;0;3;1;5;5;3;1;40;0;31;1;31;46
568;macaxeira;36;1;recife;0;15;1;0;0;3;1;4;5;3;2;47;1;31;1;7;31
569;macaxeira;60;2;recife;0;15;7;3000;0;3;1;3;4;3;2;7;1;26;1;3;26
570;macaxeira;34;1;recife;0;15;2;2000;0;2;2;4;3;3;1;51;0;44;0;0;58
571;macaxeira;30;2;recife;1;15;5;0;2;4;2;4;5;3;1;39;1;31;1;6;31
572;macaxeira;32;2;recife;1;15;5;0;1;4;2;4;5;3;1;38;1;8;1;6;8
573;macaxeira;40;1;recife;1;12;3;1000;3;2;2;4;4;3;1;48;1;22;1;7;22
574;macaxeira;36;1;recife;0;15;7;1800;1;3;2;3;5;2;2;38;0;32;0;0;44
575;macaxeira;22;1;recife;0;15;6;0;0;3;1;3;5;2;1;30;0;25;0;0;35
576;macaxeira;46;1;recife;0;15;7;1500;1;4;3;5;4;4;1;7;1;16;1;3;16
577;macaxeira;18;2;recife;0;12;6;0;0;2;6;4;5;4;1;46;1;28;1;7;28
578;macaxeira;28;1;recife;0;19;7;1500;0;3;2;3;5;3;2;55;1;22;1;7;22
579;macaxeira;26;1;recife;0;15;3;1000;0;3;2;2;3;4;1;10;1;28;1;3;28
580;macaxeira;56;1;jaboatao;0;15;4;6000;2;2;6;3;4;4;1;43;1;10;1;7;10
581;macaxeira;22;2;recife;0;17;3;1050;0;3;4;4;5;4;1;41;0;35;0;0;47
582;macaxeira;59;1;recife;0;12;4;3000;4;3;2;4;4;5;1;58;1;9;1;8;9
583;macaxeira;19;2;recife;0;15;7;1000;1;4;6;5;5;5;1;26;0;21;0;0;31
584;macaxeira;27;1;recife;0;15;1;0;1;3;1;4;5;4;1;28;1;59;1;5;59
585;macaxeira;78;1;olinda;1;17;7;3000;3;2;4;2;4;4;1;50;0;43;0;0;57
586;macaxeira;24;1;recife;0;15;1;1000;0;2;4;4;4;2;1;56;0;49;0;0;63
587;macaxeira;42;2;recife;0;15;7;0;2;3;1;3;4;3;1;31;0;25;0;0;37
588;macaxeira;35;1;recife;1;0;3;1500;2;2;2;5;4;5;1;31;0;25;0;0;37
589;macaxeira;23;2;recife;0;17;6;400;0;2;2;4;5;2;1;26;1;20;1;5;20
590;macaxeira;30;2;recife;0;15;1;0;0;2;3;5;4;3;1;19;1;34;1;4;34
591;macaxeira;24;1;recife;0;15;3;1000;0;2;2;4;3;3;1;41;1;43;1;6;43
592;macaxeira;26;1;recife;0;15;1;0;0;2;2;4;5;3;1;56;1;24;1;7;24
593;macaxeira;30;1;recife;0;15;3;1500;1;3;3;5;5;5;1;11;1;37;1;3;37
594;macaxeira;25;2;recife;1;15;5;0;1;4;2;5;4;4;1;39;1;12;1;6;12
595;macaxeira;40;1;recife;1;0;3;1000;2;3;3;5;5;4;1;12;1;47;1;3;47
596;macaxeira;29;2;recife;1;17;3;2000;1;3;2;5;5;4;1;13;1;20;1;4;20
597;macaxeira;30;2;recife;0;15;5;0;2;2;2;4;5;4;1;23;0;18;0;0;28
598;macaxeira;28;2;recife;0;15;1;0;0;2;4;5;4;4;1;12;1;28;1;3;28
599;macaxeira;42;1;recife;0;15;2;2000;0;3;6;5;4;3;1;17;0;13;0;0;21
600;macaxeira;25;1;recife;0;15;6;1000;0;2;4;5;4;3;1;57;0;49;0;0;65
601;macaxeira;20;2;recife;0;15;1;0;1;2;2;5;4;4;1;51;1;45;1;7;45
602;macaxeira;30;1;recife;1;0;3;1000;0;2;2;4;4;5;1;38;0;32;0;0;44
603;macaxeira;45;1;recife;1;15;3;1500;2;3;2;5;5;;1;30;0;25;0;0;35
604;macaxeira;32;2;recife;0;15;5;400;1;2;3;4;5;4;1;25;1;30;1;5;30
605;macaxeira;26;2;recife;1;17;3;1800;2;3;2;4;5;1;1;51;1;18;1;7;18
606;macaxeira;35;2;recife;0;19;3;2500;2;3;3;3;4;1;1;52;0;45;0;0;59
607;macaxeira;35;1;recife;0;0;7;1000;3;2;2;4;5;3;1;7;1;11;1;3;11
608;macaxeira;38;2;recife;0;15;2;1500;1;2;3;5;4;2;2;42;0;36;0;0;48
609;macaxeira;51;1;recife;0;15;1;1000;0;3;1;5;3;3;1;46;1;36;1;7;36
610;macaxeira;21;2;recife;0;17;6;0;0;120;2;3;5;5;5;15;1;19;1;4;19
611;macaxeira;33;1;recife;0;15;3;1500;0;2;2;4;5;5;1;39;0;33;0;0;45
612;macaxeira;50;1;recife;1;15;3;2000;3;2;2;4;4;4;1;52;1;22;1;7;22
613;macaxeira;19;2;recife;0;14;6;0;0;3;1;4;5;2;1;48;0;41;0;0;55
614;macaxeira;23;1;recife;0;15;1;0;0;2;3;3;4;1;2;22;0;17;0;0;27
615;macaxeira;48;2;recife;1;0;1;0;1;2;2;4;4;4;1;17;0;13;0;0;21
616;macaxeira;38;2;recife;0;15;8;1000;3;3;1;5;4;2;2;25;1;33;1;5;33
617;macaxeira;53;1;recife;1;15;3;2000;3;3;2;5;5;3;2;16;1;20;1;4;20
618;macaxeira;20;1;recife;0;15;1;500;0;2;3;5;5;5;1;42;1;52;1;6;52
619;macaxeira;18;1;recife;0;15;1;0;0;3;1;3;4;1;1;22;1;37;1;5;37
620;macaxeira;24;2;camaragibe;0;17;6;700;0;3;2;5;5;2;2;28;0;16;1;16;33
621;macaxeira;29;1;camaragibe;1;19;3;2500;1;2;4;4;5;2;1;10;1;23;1;3;23
622;macaxeira;31;1;recife;0;12;3;1000;2;3;1;4;5;3;2;7;1;14;1;3;14
623;macaxeira;19;1;recife;0;15;1;0;0;3;1;5;5;3;1;44;1;6;1;7;6
624;macaxeira;22;2;recife;1;15;5;0;0;3;1;5;5;2;1;16;0;9;1;9;20
625;macaxeira;27;1;recife;1;14;3;1800;1;3;1;3;5;3;1;58;1;6;1;8;6
626;macaxeira;21;2;recife;0;15;3;1500;0;2;1;5;5;2;1;7;1;8;1;3;8
627;macaxeira;52;2;recife;1;12;7;2300;2;3;1;4;4;1;1;14;1;14;1;4;14
628;macaxeira;25;1;recife;0;15;3;1200;0;3;1;4;4;1;1;30;1;15;1;5;15
629;macaxeira;46;1;recife;1;19;2;2500;2;3;2;4;4;2;1;20;1;13;1;4;13
630;macaxeira;57;1;recife;1;9;2;2500;3;4;3;3;4;2;2;20;0;16;0;0;24
631;macaxeira;47;1;recife;1;19;3;3000;3;4;3;4;4;2;1;45;0;20;1;20;52
632;macaxeira;31;2;recife;0;14;3;1000;2;3;2;5;5;3;1;20;0;16;0;0;24
633;macaxeira;36;1;recife;1;19;2;3500;2;4;4;5;5;4;1;24;0;19;0;0;29
634;macaxeira;63;1;recife;1;9;7;3000;4;4;4;3;5;3;1;37;0;31;0;0;43
635;macaxeira;37;2;recife;0;14;8;1200;1;3;2;5;5;1;1;12;0;9;0;0;15
636;macaxeira;29;2;recife;1;19;3;1800;2;4;4;4;4;1;1;41;0;35;0;0;47
637;macaxeira;33;1;recife;1;19;3;2500;2;4;4;5;4;1;1;30;1;12;1;5;12
638;macaxeira;19;1;recife;0;15;1;0;0;3;1;5;5;3;1;17;0;5;1;5;21
639;macaxeira;22;1;recife;0;17;3;1000;0;3;2;3;5;2;1;29;0;19;1;19;34
640;macaxeira;26;2;recife;1;12;1;0;0;3;2;3;4;3;1;22;0;17;0;0;27
641;macaxeira;20;1;recife;0;15;1;0;0;3;1;5;5;4;1;42;0;14;1;14;48
642;macaxeira;22;2;recife;0;14;6;0;0;3;1;4;5;2;1;42;0;36;0;0;48
643;macaxeira;32;2;recife;1;19;3;1500;3;3;1;4;5;1;1;41;1;24;1;6;24
644;macaxeira;28;1;recife;1;15;3;2000;3;3;1;4;5;2;1;30;1;13;1;5;13
645;macaxeira;25;2;recife;0;15;8;800;1;3;1;4;5;2;1;49;0;42;0;0;56
646;macaxeira;38;2;recife;0;14;3;1200;2;3;1;3;4;2;1;33;0;27;0;0;39
647;macaxeira;34;1;recife;1;19;3;1700;1;3;1;4;4;1;1;46;1;7;1;7;7
648;macaxeira;49;1;recife;1;19;2;3000;3;3;1;3;4;2;1;49;1;7;1;7;7
649;macaxeira;21;1;camaragibe;1;15;7;998;1;7;1;3;5;2;1;8;0;5;0;0;11
650;macaxeira;37;2;recife;0;9;2;2300;0;3;2;3;4;1;1;33;1;12;1;6;12
651;macaxeira;53;2;recife;0;5;4;998;3;3;1;5;4;2;1;14;0;7;1;7;18
652;macaxeira;34;1;recife;0;15;1;0;0;7;2;4;5;1;1;17;0;5;1;5;21
653;macaxeira;32;1;recife;1;19;2;3400;0;3;1;4;4;1;2;33;0;27;0;0;39
654;macaxeira;31;2;recife;1;15;1;0;0;2;3;3;5;4;1;28;0;23;0;0;33
655;jaqueira;22;1;recife;1;15;1;0;0;6;1;4;5;5;1;10;1;20;1;3;20
656;jaqueira;80;2;recife;1;19;7;998;0;3;1;3;4;4;1;42;0;36;0;36;48
657;jaqueira;18;2;recife;1;15;6;0;0;3;4;5;5;4;1;51;0;4;0;4;58
658;jaqueira;29;1;recife;1;19;7;1200;0;3;2;4;4;4;1;19;1;45;1;4;45
659;jaqueira;23;2;recife;1;19;6;0;0;3;3;4;5;5;0;10;1;30;1;3;30
660;jaqueira;17;1;recife;1;11;6;0;0;6;2;5;4;4;1;40;0;36;1;36;46
661;jaqueira;16;1;recife;2;10;6;0;0;7;1;5;5;4;1;48;0;19;0;19;55
662;jaqueira;56;1;escada;2;19;2;10000;1;3;3;4;3;4;1;23;1;48;1;5;48
663;jaqueira;45;2;recife;2;19;1;4500;2;4;5;5;5;0;2;47;1;52;1;7;52
664;jaqueira;49;2;recife;2;19;1;1900;2;2;4;4;5;4;1;32;0;0;0;0;38
665;jaqueira;37;1;recife;2;17;6;4000;1;4;4;3;3;4;2;54;1;58;1;7;58
666;jaqueira;44;2;recife;2;19;6;4000;2;4;4;4;4;4;1;18;1;20;1;4;20
667;jaqueira;36;1;recife;2;26;1;0;2;4;5;4;4;4;2;19;0;14;0;14;23
668;jaqueira;43;2;recife;0;19;1;9000;2;4;5;4;3;3;1;16;1;30;1;4;30
669;jaqueira;61;2;recife;2;19;6;998;0;7;2;4;4;5;1;42;0;26;0;26;48
670;jaqueira;66;2;olinda;1;19;3;2000;0;3;2;4;4;4;1;51;0;4;0;4;58
671;jaqueira;32;1;abreu e Lima;2;19;6;5000;1;4;6;5;5;5;1;18;1;45;1;4;45
672;jaqueira;32;2;abreu e Lima;2;19;3;1500;2;2;6;5;5;5;1;28;0;25;0;25;33
673;jaqueira;35;1;abreu e Lima;2;19;3;2300;1;7;6;4;5;5;1;15;1;46;1;4;46
674;jaqueira;40;2;abreu e Lima;2;19;2;3500;3;4;6;5;5;5;1;54;1;56;1;7;56
675;jaqueira;41;1;recife;0;21;2;3500;4;4;6;4;5;5;1;44;1;46;1;7;46
676;jaqueira;37;1;recife;2;19;7;3000;1;3;4;4;4;4;1;14;0;12;0;12;18
677;jaqueira;64;2;jaboatao;2;8;4;998;0;4;3;5;5;5;2;12;1;44;1;3;44
678;jaqueira;40;1;recife;2;19;7;3000;2;3;3;4;4;4;1;53;0;33;0;33;60
679;jaqueira;17;2;recife;1;13;6;0;0;1;4;4;4;5;1;39;1;57;1;6;57
680;jaqueira;13;2;recife;1;12;6;0;0;2;3;4;0;4;1;14;0;12;1;12;18
681;jaqueira;31;2;recife;1;15;3;700;1;4;6;4;4;4;1;14;0;4;1;4;18
682;jaqueira;18;2;jaboatao;1;15;0;0;0;2;4;3;5;4;1;44;1;58;1;7;58
683;jaqueira;19;2;paulista;1;17;6;1300;0;3;4;5;5;4;1;20;1;21;1;4;21
684;jaqueira;74;1;camaragibe;2;5;4;998;2;2;4;4;4;5;1;14;1;18;1;4;18
685;jaqueira;25;2;recife;0;17;1;0;1;2;5;5;3;4;1;55;1;59;1;7;59
686;jaqueira;58;1;camaragibe;2;19;4;15000;2;3;2;5;3;5;1;19;1;23;1;4;23
687;jaqueira;42;1;recife;1;12;7;2000;4;6;4;4;5;5;1;42;1;57;1;6;57
688;jaqueira;29;1;camaragibe;1;17;7;2000;2;7;5;4;3;4;1;37;0;35;0;35;43
689;jaqueira;26;2;olinda;1;15;1;0;0;4;5;4;4;4;1;26;0;22;0;22;31
690;jaqueira;49;2;recife;1;8;5;0;0;2;5;5;4;3;1;7;1;9;1;3;9
691;jaqueira;72;1;recife;2;19;4;15000;0;3;1;5;5;3;1;23;0;16;0;16;28
692;jaqueira;31;1;recife;1;17;1;0;1;4;4;4;5;5;1;44;1;57;1;7;57
693;jaqueira;39;2;recife;2;19;3;3000;1;3;2;4;5;5;1;55;1;59;1;7;59
694;jaqueira;60;1;recife;2;26;4;15000;0;3;1;4;2;4;1;37;1;49;1;6;49
695;jaqueira;80;2;jaboatao;4;15;4;10000;0;3;2;4;4;5;1;8;1;38;1;3;38
696;jaqueira;56;2;recife;2;15;3;2000;0;4;2;5;5;5;1;40;0;25;1;25;46
697;jaqueira;48;2;recife;2;19;5;4000;0;6;3;4;4;5;1;28;1;40;1;5;40
698;jaqueira;72;1;recife;2;19;4;10000;1;2;1;5;5;5;1;46;0;28;1;28;53
699;jaqueira;22;1;recife;1;19;3;1800;0;3;2;5;3;4;1;33;1;49;1;6;49
700;jaqueira;35;2;recife;2;15;3;998;1;3;2;5;4;0;1;19;1;41;1;4;41
701;jaqueira;52;2;recife;1;15;7;1500;0;6;5;4;5;4;1;18;1;37;1;4;37
702;jaqueira;60;2;recife;1;13;5;0;1;4;2;4;4;5;1;14;1;37;1;4;37
703;jaqueira;26;1;recife;1;17;8;600;0;3;2;3;5;5;1;50;0;47;1;47;57
704;jaqueira;24;1;recife;1;17;3;1996;0;3;2;3;4;4;1;10;1;26;1;3;26
705;jaqueira;48;1;recife;2;15;3;2000;2;6;3;3;4;3;1;36;0;26;1;26;42
706;jaqueira;27;2;recife;1;19;6;2994;0;6;1;5;5;5;1;8;1;10;1;3;10
707;jaqueira;19;1;recife;1;15;0;1996;0;2;4;4;4;4;1;57;0;17;1;17;65
708;jaqueira;16;2;recife;0;14;0;0;0;2;4;4;4;5;1;58;0;17;1;17;66
709;jaqueira;52;2;recife;2;15;2;2495;3;3;2;4;5;5;1;52;1;56;1;7;56
710;jaqueira;18;1;recife;1;15;0;0;0;3;2;4;4;5;1;49;0;42;0;42;56
711;jaqueira;18;1;recife;1;15;0;0;0;3;2;4;5;5;1;22;0;15;0;15;27
712;jaqueira;49;2;recife;1;14;2;1100;0;2;3;5;5;5;1;59;0;45;0;45;67
713;jaqueira;40;1;vitoria de santo antao;2;12;6;998;0;2;2;3;4;4;1;54;0;37;0;37;61
714;jaqueira;44;2;recife;0;8;2;998;0;2;2;5;5;4;1;34;1;60;1;6;60
715;jaqueira;60;1;recife;2;17;3;6000;0;7;3;3;4;3;1;48;0;19;0;19;55
716;jaqueira;75;1;recife;1;19;4;2994;1;2;3;3;4;4;2;10;0;4;0;4;13
717;jaqueira;43;2;recife;3;19;3;5000;1;3;4;3;4;4;1;16;1;17;1;4;17
718;jaqueira;38;2;recife;2;17;1;998;0;2;3;5;4;5;1;21;1;36;1;5;36
719;jaqueira;28;1;recife;1;17;7;3000;0;7;4;4;4;5;1;11;1;26;1;3;26
720;jaqueira;34;2;recife;2;19;2;7500;1;3;3;3;4;4;1;48;1;51;1;7;51
721;jaqueira;62;1;recife;1;9;3;4980;0;2;6;3;4;4;1;34;1;41;1;6;41
722;jaqueira;42;1;recife;0;19;7;3992;3;2;4;5;5;5;1;25;1;46;1;5;46
723;jaqueira;67;2;olinda;4;19;4;3992;0;3;4;4;5;3;1;55;0;41;0;41;62
724;jaqueira;75;2;recife;2;19;2;0;0;2;3;3;4;5;1;11;0;5;1;5;14
725;jaqueira;38;2;sao lourenco;2;15;7;1144;2;4;4;4;5;5;1;12;1;13;1;3;13
726;jaqueira;18;2;recife;1;15;1;0;0;2;6;5;5;5;1;8;1;25;1;3;25
727;jaqueira;19;1;sao lourenco;1;17;3;500;0;6;4;4;5;5;1;49;0;42;0;42;56
728;jaqueira;18;2;recife;1;15;1;0;0;2;6;4;4;5;1;39;0;24;0;24;45
729;jaqueira;31;1;recife;1;19;2;4000;0;3;2;4;4;4;1;53;1;56;1;7;56
730;jaqueira;30;2;recife;0;15;5;0;1;4;5;5;4;5;1;17;1;55;1;4;55
731;jaqueira;35;2;recife;3;15;3;2000;2;4;4;3;4;5;1;39;1;44;1;6;44
732;jaqueira;43;1;recife;2;11;3;1000;3;4;4;3;4;5;1;47;0;33;1;33;54
733;jaqueira;17;2;recife;1;14;6;0;0;2;3;3;4;4;2;25;1;54;1;5;54
734;jaqueira;15;2;recife;1;12;6;50;0;2;4;3;5;5;1;17;1;19;1;4;19
735;jaqueira;37;2;joao pessoa;1;15;5;170;2;4;6;4;4;4;1;28;1;38;1;5;38
736;jaqueira;24;1;jaboatao;1;15;3;1000;0;6;4;4;5;5;1;47;1;58;1;7;58
737;jaqueira;75;2;recife;4;15;4;6000;0;2;4;4;5;5;1;19;1;20;1;4;20
738;jaqueira;66;1;recife;2;19;4;5000;2;3;1;3;4;4;1;52;1;56;1;7;56
739;jaqueira;56;2;recife;1;19;4;6000;0;2;2;4;4;4;1;9;1;21;1;3;21
740;jaqueira;86;2;jaboatao;4;19;4;10000;0;2;4;5;3;5;1;41;0;21;1;21;47
741;jaqueira;22;1;jaboatao;1;15;7;1500;0;3;3;5;5;5;1;8;1;60;1;3;60
742;jaqueira;51;2;jaboatao;1;19;7;1000;0;4;6;4;5;4;1;55;0;10;0;10;62
743;jaqueira;33;1;recife;2;19;7;1200;1;2;5;4;5;4;1;14;0;5;1;5;18
744;jaqueira;26;2;paulista;1;15;1;0;0;2;6;4;5;4;1;36;1;59;1;6;59
745;jaqueira;20;2;recife;1;15;6;750;0;2;5;5;4;3;1;58;1;59;1;8;59
746;jaqueira;48;1;recife;1;15;1;1100;0;3;2;4;4;5;1;41;1;52;1;6;52
747;jaqueira;23;1;recife;1;17;5;1200;0;3;4;4;4;4;1;7;1;58;1;3;58
748;jaqueira;69;2;recife;1;9;4;0;0;2;6;4;4;4;1;21;0;20;1;20;26
749;jaqueira;23;2;recife;1;17;5;0;0;6;2;5;5;5;1;8;1;15;1;3;15
750;jaqueira;46;1;recife;2;15;0;0;2;3;2;4;4;4;1;24;0;11;0;11;29
751;jaqueira;37;2;jaboatao;2;15;2;998;2;6;5;5;4;4;1;32;0;28;0;28;38
752;jaqueira;18;2;recife;1;17;5;0;0;2;6;3;4;5;1;26;1;41;1;5;41
753;jaqueira;22;1;recife;1;15;2;1000;0;2;6;4;5;5;1;25;1;32;1;5;32
754;jaqueira;37;2;recife;1;15;6;1000;4;4;6;4;4;4;1;39;0;25;1;25;45
755;jaqueira;15;1;recife;1;13;5;0;0;2;6;4;4;4;1;12;1;48;0;3;48
756;jaqueira;24;2;recife;2;15;0;0;0;2;6;5;5;5;1;14;1;37;1;4;37
757;jaqueira;31;2;recife;1;15;2;998;1;4;6;5;5;5;1;41;1;47;1;6;47
758;jaqueira;59;2;recife;2;10;4;0;0;3;2;4;4;4;2;46;0;34;0;34;53
759;jaqueira;27;1;recife;1;15;2;1300;0;3;4;4;3;4;1;34;0;18;1;18;40
760;jaqueira;28;1;recife;1;15;2;2200;2;3;2;4;4;4;1;4;1;8;1;2;8
761;jaqueira;43;1;camaragibe;2;15;0;0;0;3;2;3;5;5;1;40;0;26;0;26;46
762;jaqueira;37;1;olinda;2;15;7;1500;2;6;1;3;5;5;1;57;0;42;0;42;65
763;jaqueira;28;2;olinda;1;17;3;1000;1;2;1;4;5;4;1;7;1;50;1;3;50
764;jaqueira;27;2;recife;1;17;3;1000;0;6;1;3;4;4;1;5;1;35;1;2;35
765;jaqueira;42;2;recife;2;15;5;0;3;3;1;4;5;5;1;9;1;21;1;3;21
766;jaqueira;18;1;recife;1;17;6;0;0;3;1;5;4;5;2;41;1;54;1;6;54
767;jaqueira;42;1;recife;2;26;2;10000;2;4;2;4;4;5;1;14;1;32;1;4;32
768;jaqueira;82;2;recife;4;17;4;4000;0;3;3;5;5;4;1;50;1;58;1;7;58
769;jaqueira;37;1;paudalho;2;15;7;1200;1;6;4;5;5;5;1;47;1;59;1;7;59
770;jaqueira;40;2;paudalho;2;15;5;0;2;4;6;4;0;4;1;10;1;11;1;3;11
771;jaqueira;34;2;paudalho;1;17;2;1200;0;2;6;5;4;4;1;55;0;26;0;26;62
772;jaqueira;31;2;recife;1;15;3;500;0;2;6;5;5;5;1;57;0;21;0;21;65
773;jaqueira;31;1;recife;1;19;6;0;0;6;6;5;5;4;1;47;1;52;1;7;52
774;jaqueira;34;2;recife;2;19;3;1996;0;3;1;4;4;4;1;10;1;12;1;3;12
775;jaqueira;31;2;recife;1;19;1;0;0;2;4;3;3;3;1;54;0;34;0;34;61
776;jaqueira;25;1;recife;1;17;3;880;0;7;1;1;4;2;1;25;1;28;1;5;28
777;jaqueira;25;2;recife;1;15;3;998;0;6;1;4;5;3;1;43;1;55;1;7;55
778;jaqueira;55;2;recife;0;8;5;41;4;4;2;4;4;4;1;49;0;32;0;32;56
779;jaqueira;36;1;recife;1;17;3;1800;0;6;1;3;4;4;1;57;0;47;0;47;65
780;jaqueira;33;1;paulista;2;19;3;3200;1;4;4;4;5;4;1;34;1;39;1;6;39
781;jaqueira;18;2;recife;1;17;1;1000;0;2;4;4;5;4;1;5;1;7;1;2;7
782;jaqueira;19;2;recife;1;17;6;998;0;2;3;4;5;5;1;8;1;13;1;3;13
783;jaqueira;26;1;recife;1;21;6;0;0;7;2;4;4;4;1;7;0;6;0;6;10
784;jaqueira;32;1;olinda;2;19;2;6000;1;3;2;4;5;5;1;13;0;12;0;12;17
785;jaqueira;38;1;recife;2;15;3;3800;3;3;1;5;5;5;1;36;1;46;1;6;46
786;jaqueira;25;2;recife;1;19;3;1200;1;7;1;4;4;5;1;10;1;14;1;3;14
787;jaqueira;19;1;recife;1;17;7;2000;0;3;4;5;4;5;1;6;1;25;1;2;25
788;jaqueira;26;1;recife;1;19;7;2500;2;3;2;4;5;5;1;7;1;17;1;3;17
789;jaqueira;41;1;recife;0;19;7;5000;2;3;2;3;5;5;1;43;1;52;1;7;52
790;jaqueira;84;2;olinda;2;19;4;0;0;3;2;3;4;3;1;60;0;59;0;59;68
791;jaqueira;19;1;recife;1;15;3;800;0;2;1;4;4;4;1;4;1;11;1;2;11
792;jaqueira;56;1;recife;3;15;3;1800;2;3;1;4;4;4;1;42;1;47;1;6;47
793;jaqueira;36;2;recife;1;19;2;6200;3;3;2;4;4;5;1;35;0;30;0;30;41
794;jaqueira;19;1;recife;1;15;7;1200;0;3;2;5;5;4;1;12;1;38;1;3;38
795;jaqueira;18;1;recife;1;17;6;0;0;3;2;4;5;5;2;7;1;59;1;3;59
796;jaqueira;28;1;recife;1;15;6;0;0;3;2;3;4;4;1;53;0;29;0;29;60
797;jaqueira;39;1;recife;2;19;2;18000;2;3;4;4;4;5;1;9;1;40;1;3;40
798;jaqueira;19;2;recife;1;17;6;400;0;2;4;3;4;5;1;15;1;24;1;4;24
799;jaqueira;45;1;recife;2;15;1;0;3;4;2;4;5;5;1;24;1;36;1;5;36
800;jaqueira;25;1;recife;1;17;3;800;0;2;1;3;4;2;1;10;1;52;1;3;52
801;jaqueira;25;2;recife;1;15;3;800;0;2;1;4;5;3;1;20;1;43;1;4;43
802;jaqueira;23;2;recife;1;13;1;0;0;2;1;5;4;4;1;44;1;53;1;7;53
803;jaqueira;19;2;recife;1;11;6;0;0;2;5;3;3;5;1;55;0;43;0;43;62
804;jaqueira;43;2;recife;2;10;1;0;0;4;2;4;4;4;1;30;1;32;1;5;32
805;jaqueira;17;2;recife;1;12;1;0;0;2;5;5;4;5;1;41;0;18;0;18;47
806;jaqueira;18;1;recife;1;15;2;850;0;2;5;4;4;5;2;43;0;15;0;15;50
807;jaqueira;56;1;recife;2;14;3;1500;0;4;4;3;4;4;1;47;0;30;0;30;54
808;jaqueira;44;2;recife;1;10;5;0;0;2;4;5;4;5;1;29;1;50;1;5;50
809;jaqueira;31;1;recife;2;15;7;2500;3;2;6;5;0;5;1;13;1;21;1;4;21
810;jaqueira;50;2;recife;2;26;2;0;1;3;2;4;4;5;1;25;1;31;1;5;31
811;jaqueira;27;1;jaboatao;1;15;7;0;0;2;6;4;3;4;1;57;0;44;0;44;65
812;jaqueira;24;2;recife;1;19;3;0;0;2;6;4;4;4;1;29;0;26;0;26;34
813;jaqueira;29;2;recife;1;15;6;0;0;2;4;4;5;5;1;55;0;46;0;46;62
814;jaqueira;32;2;recife;2;15;7;1923;2;4;4;4;4;4;1;28;1;43;1;5;43
815;jaqueira;23;2;camaragibe;2;17;6;0;0;3;4;4;4;4;1;41;0;5;1;5;47
816;jaqueira;37;1;recife;1;10;6;1300;1;2;4;4;5;5;1;47;1;48;1;7;48
817;jaqueira;19;2;recife;1;15;5;100;0;2;6;4;4;5;1;9;1;17;1;3;17
818;jaqueira;18;2;recife;1;14;5;400;0;2;4;4;3;5;1;7;1;8;1;3;8
819;jaqueira;52;2;recife;2;15;6;1100;0;2;3;4;4;4;1;39;0;18;0;18;45
820;jaqueira;42;2;olinda;1;13;2;1500;2;3;1;5;4;4;1;59;0;28;0;28;67
821;jaqueira;50;1;recife;2;9;6;1500;0;2;1;3;4;5;1;53;1;55;1;7;55
822;jaqueira;23;2;olinda;2;15;0;0;0;2;6;3;4;5;1;14;1;18;1;4;18
823;jaqueira;44;1;recife;1;15;1;1996;3;3;2;5;4;5;1;36;1;59;1;6;59
824;jaqueira;42;2;recife;1;14;6;0;0;4;4;4;5;5;2;53;0;49;0;49;60
825;jaqueira;36;2;recife;2;19;1;0;2;4;2;4;4;4;1;12;1;19;1;3;19
826;jaqueira;25;2;recife;2;19;2;3500;0;4;4;3;4;4;1;8;1;15;1;3;15
