"";"parque";"idade";"sexo";"cidade";"escolar";"renda";"infraestrutura";"sombra";"temperatura";"lance1";"lance2";"resp1";"resp2";"bidl";"bidh";"lnRendat1";"lnRendat2";"lnRenda"
"190";"13demaio";28;0;"olinda";0;1225;1;1;1;23;44;"1";"0";4,79583152331272;44;7,11071144980848;7,11072544366517;3,08813608870055
"191";"13demaio";45;1;"recife";1;2000;0;1;1;44;64;"1";"0";6,6332495807108;64;7,60091345948158;7,60091845941408;3,30102999566398
"192";"13demaio";40;1;"abreu e Lima";0;1800;1;1;1;51;9;"0";"0";9;10;7,49555768450111;7,49554472165818;3,25527250510331
"193";"13demaio";19;0;"recife";1;700;0;0;0;16;11;"0";"0";11;10;6,55111298757153;6,55110278377102;2,84509804001426
"194";"13demaio";25;1;"olinda";0;1000;0;1;1;20;61;"1";"1";4,47213595499958;61;6,90777527878214;6,90781627712171;3
"195";"13demaio";42;1;"paulista";1;2000;0;0;1;25;1;"0";"0";1;0;7,60090870952255;7,60090270954205;3,30102999566398
"196";"13demaio";47;1;"recife";1;2000;0;0;1;15;48;"1";"1";3,87298334620742;48;7,60090620953505;7,60091445947008;3,30102999566398
"197";"13demaio";56;1;"recife";0;1500;0;0;0;20;28;"1";"1";4,47213595499958;28;7,31322927593968;7,31323283145731;3,17609125905568
"198";"13demaio";38;1;"olinda";1;1700;0;1;1;10;63;"1";"1";3,16227766016838;63;7,43838699024593;7,43840532911466;3,23044892137827
"199";"13demaio";34;1;"jaboatao";0;1200;0;0;0;64;68;"1";"1";8;68;7,09012127923291;7,09012405688338;3,07918124604762
"200";"13demaio";25;1;"jaboatao";0;700;0;1;1;50;34;"0";"0";34;20;6,55118237065392;6,55114972039129;2,84509804001426
"201";"13demaio";32;0;"recife";0;1300;0;1;0;28;25;"0";"1";25;41;7,17013611135972;7,17013433623962;3,11394335230684
"202";"13demaio";31;1;"recife";0;998;1;0;1;68;31;"0";"0";31;52,7823299831253;6,90582154679916;6,9057844002001;2,99913054128737
"203";"13demaio";46;0;"olinda";0;2500;0;1;1;3;56;"1";"0";1,73205080756888;56;7,82404649085618;7,82405497081615;3,39794000867204
"204";"13demaio";50;1;"olinda";0;2500;0;1;1;25;66;"1";"1";5;66;7,82405001084829;7,82405657080054;3,39794000867204
"205";"13demaio";32;1;"olinda";0;1400;1;0;1;40;10;"0";"0";10;7;7,24424792355837;7,24423261763115;3,14612803567824
"206";"13demaio";31;1;"recife";0;998;0;1;1;64;67;"1";"1";8;67;6,90581753101714;6,90582054285517;2,99913054128737
"207";"13demaio";34;0;"recife";0;900;0;1;1;30;70;"1";"1";5,47722557505166;70;6,80243179967549;6,80248117934343;2,95424250943932
"208";"13demaio";60;1;"recife";0;998;0;1;1;55;29;"0";"0";29;9;6,90580849544862;6,90578239223652;2,99913054128737
"209";"13demaio";27;1;"olinda";0;2000;1;1;1;13;69;"1";"0";3,60555127546399;69;7,6009057095368;7,6009197093933;3,30102999566398
"210";"13demaio";35;0;"abreu e Lima";0;350;1;1;1;65;66;"1";"1";8,06225774829855;66;5,85846362600346;5,85847178490625;2,54406804435028
"211";"13demaio";35;1;"abreu e Lima";0;998;0;1;0;45;47;"1";"1";6,70820393249937;47;6,9057984558323;6,90580046376363;2,99913054128737
"212";"13demaio";56;0;"abreu e Lima";0;1200;0;1;1;12;68;"1";"0";3,46410161513775;68;7,0900851690747;7,09012405688338;3,07918124604762
"213";"13demaio";52;1;"planalto - BA";0;2700;0;1;1;36;6;"0";"0";6;33,2915026221292;7,90101199025183;7,90100787503735;3,43136376415899
"214";"13demaio";45;1;"recife";0;1000;1;1;1;17;22;"1";"1";4,12310562561766;22;6,90777227883764;6,90777727874014;3
"215";"santosdumont";34;0;"recife";0;1800;1;1;1;26;64;"1";"0";5,09901951359278;64;7,49554996854342;7,49556169677559;3,25527250510331
"216";"santosdumont";30;0;"recife";1;2500;1;0;0;15;57;"1";"0";3,87298334620742;57;7,82404841085341;7,82405513081471;3,39794000867204
"217";"santosdumont";33;0;"recife";0;600;0;0;0;10;47;"1";"1";3,16227766016838;47;6,39695743260813;6,39706020225007;2,77815125038364
"218";"santosdumont";42;0;"recife";1;5000;1;1;1;9;63;"1";"0";3;63;8,51719355141617;8,51719571141306;3,69897000433602
"219";"santosdumont";48;0;"recife";0;5000;1;1;1;31;67;"1";"0";5,56776436283002;67;8,51719443141547;8,51719587141265;3,69897000433602
"220";"santosdumont";24;1;"recife";0;2900;1;1;1;33;63;"1";"0";5,74456264653803;63;7,97246993986699;7,97247350702855;3,46239799789896
"221";"santosdumont";41;1;"recife";1;10000;1;1;1;11;19;"1";"1";3,3166247903554;19;9,21034048197618;9,21034056197616;4
"222";"santosdumont";73;1;"recife";0;1800;1;1;1;53;24;"0";"0";24;30;7,49555830177516;7,49554935126423;3,25527250510331
"223";"santosdumont";28;1;"recife";0;6000;1;1;1;37;62;"1";"0";6,08276253029822;62;8,69951577598744;8,69951647043093;3,77815125038364
"224";"santosdumont";34;0;"recife";1;8000;1;1;1;27;44;"1";"1";5,19615242270663;44;8,98719724253688;8,98719750816174;3,90308998699194
"225";"santosdumont";20;1;"recife";0;500;1;0;1;11;56;"1";"1";3,3166247903554;56;6,21465209745422;6,21483207333794;2,69897000433602
"226";"santosdumont";34;0;"recife";0;1000;1;1;1;7;58;"1";"1";2,64575131106459;58;6,90776227895764;6,9078132773002;3
"227";"santosdumont";35;1;"recife";1;7000;1;1;1;15;56;"1";"1";3,87298334620742;56;8,85366573415985;8,85366657089394;3,84509804001426
"228";"santosdumont";65;1;"recife";1;12000;1;0;1;9;19;"1";"1";3;19;9,39266199127013;9,39266206071457;4,07918124604762
"229";"santosdumont";50;1;"recife";1;5000;1;0;0;26;10;"0";"1";10;31,0990195135928;8,5171942314157;8,51719359141616;3,69897000433602
"230";"santosdumont";51;0;"recife";1;7000;1;0;1;43;64;"1";"1";6,557438524302;64;8,85366630558809;8,85366673415905;3,84509804001426
"231";"santosdumont";30;0;"recife";1;2000;1;0;1;44;54;"1";"1";6,6332495807108;54;7,60091345948158;7,60091595945096;3,30102999566398
"232";"santosdumont";28;0;"recife";0;1200;0;0;0;46;27;"0";"1";27;52,7823299831253;7,09010877971032;7,09009558560031;3,07918124604762
"233";"santosdumont";28;1;"recife";0;150;0;1;1;22;1;"0";"1";1;26,6904157598234;5,01161259416071;5,01067973755308;2,17609125905568
"234";"santosdumont";46;0;"recife";0;2000;0;1;1;27;23;"0";"0";23;32,1961524227066;7,6009092095193;7,60090820952555;3,30102999566398
"235";"santosdumont";25;0;"recife";1;3600;1;0;1;16;37;"1";"1";4;37;8,18869035901134;8,1886919793784;3,55630250076729
"236";"santosdumont";41;0;"recife";0;6000;1;1;1;46;16;"0";"0";16;52,7823299831253;8,69951602598715;8,69951519265454;3,77815125038364
"237";"santosdumont";36;1;"recife";0;4000;1;1;1;30;3;"0";"1";3;35,4772255750517;8,29405151510027;8,29404982760201;3,60205999132796
"238";"santosdumont";33;0;"recife";0;1000;1;1;1;48;68;"1";"1";6,92820323027551;68;6,90780327783017;6,90782327667024;3
"239";"santosdumont";46;0;"recife";0;800;1;1;1;41;66;"1";"1";6,40312423743285;66;6,68467578811601;6,68471484735091;2,90308998699194
"240";"santosdumont";53;0;"recife";1;2500;1;1;0;10;59;"1";"0";3,16227766016838;59;7,82404761085501;7,82405545081174;3,39794000867204
"241";"santosdumont";27;0;"recife";1;2500;1;0;1;6;18;"1";"1";2,44948974278318;18;7,82404697085583;7,82404889085215;3,39794000867204
"242";"santosdumont";49;1;"recife";1;2000;0;0;0;53;54;"1";"0";7,28010988928052;54;7,6009157094543;7,60091595945096;3,30102999566398
"243";"santosdumont";63;0;"recife";0;6000;1;1;1;57;5;"0";"1";5;64,5498344352708;8,69951633154227;8,69951488709907;3,77815125038364
"244";"santosdumont";33;0;"recife";1;3000;1;1;1;23;38;"1";"1";4,79583152331272;38;8,00637012320254;8,00637178986356;3,47712125471966
"245";"santosdumont";54;1;"recife";0;900;0;1;1;16;44;"1";"0";4;44;6,80241451621564;6,80244908283663;2,95424250943932
"246";"santosdumont";27;1;"recife";0;4000;1;1;1;13;51;"1";"0";3,60555127546399;51;8,2940504526017;8,29405282759695;3,60205999132796
"247";"santosdumont";43;1;"recife";1;2000;0;0;0;21;23;"1";"1";4,58257569495584;23;7,6009077095283;7,60090820952555;3,30102999566398
"248";"santosdumont";32;0;"recife";1;1800;1;1;1;31;55;"1";"0";5,56776436283002;55;7,49555151173972;7,49555891904882;3,25527250510331
"249";"santosdumont";47;1;"recife";1;8000;1;1;1;46;58;"1";"1";6,78232998312527;58;8,98719753941172;8,98719772691156;3,90308998699194
"250";"santosdumont";45;0;"jaboatao";1;1500;1;0;0;65;13;"0";"0";13;73,0622577482985;7,31324927556191;7,31322616485139;3,17609125905568
"251";"santosdumont";49;0;"jaboatao";1;2000;1;0;1;61;56;"0";"0";56;68,8102496759066;7,6009177094258;7,60091645944408;3,30102999566398
"252";"santosdumont";63;1;"recife";1;6000;0;0;0;2;4;"1";"0";1,4142135623731;4;8,69951480376575;8,6995148593213;3,77815125038364
"253";"santosdumont";19;1;"jaboatao";0;980;1;1;0;35;62;"1";"0";5,91607978309962;62;6,88758901414927;6,88761712601576;2,99122607569249
"254";"santosdumont";20;0;"jaboatao";0;1150;1;1;1;45;49;"1";"0";6,70820393249937;49;7,04755124724344;7,04755427171062;3,06069784035361
"255";"santosdumont";19;1;"recife";0;1300;1;0;1;34;36;"1";"1";5,8309518948453;36;7,17013966159045;7,1701408449979;3,11394335230684
"256";"santosdumont";77;0;"garanhuns";0;980;1;1;1;41;30;"0";"1";30;47,4031242374328;6,88759526129901;6,88758380816134;2,99122607569249
"257";"santosdumont";41;1;"recife";1;7000;0;0;0;32;34;"1";"1";5,65685424949238;34;8,85366608109846;8,85366612191476;3,84509804001426
"258";"santosdumont";40;0;"recife";1;6000;1;0;1;10;28;"1";"0";3,16227766016838;28;8,69951502598793;8,69951552598767;3,77815125038364
"259";"santosdumont";65;0;"recife";0;2000;1;1;1;47;62;"1";"1";6,85565460040104;62;7,60091420947305;7,60091795942196;3,30102999566398
"260";"santosdumont";36;0;"recife";0;3000;1;1;1;58;66;"1";"1";7,61577310586391;66;8,00637401207393;8,00637490095669;3,47712125471966
"261";"santosdumont";62;1;"recife";1;30000;0;1;1;6;23;"1";"1";2,44948974278318;23;10,308952667311;10,3089526861998;4,47712125471966
"262";"santosdumont";51;0;"recife";0;1000;1;1;1;33;7;"0";"0";7;38,744562646538;6,90778827843765;6,90776227895764;3
"263";"santosdumont";34;1;"recife";1;20000;1;1;1;47;50;"1";"1";6,85565460040104;50;9,90348767003612;9,90348767753612;4,30102999566398
"264";"santosdumont";41;1;"recife";1;10000;0;0;0;24;4;"0";"1";4;28,8989794855664;9,21034061197615;9,21034041197618;4
"265";"santosdumont";37;0;"recife";0;1200;1;1;1;19;28;"1";"0";4,35889894354067;28;7,09009003013349;7,0900962800315;3,07918124604762
"266";"santosdumont";59;0;"recife";0;2900;1;0;1;9;23;"1";"0";3;23;7,97246708612857;7,9724687508103;3,46239799789896
"267";"santosdumont";60;0;"rio de janeiro";0;2500;0;0;0;66;31;"0";"0";31;74,124038404636;7,82405657080054;7,82405097084399;3,39794000867204
"268";"santosdumont";34;1;"recife";1;5000;1;1;1;2;22;"1";"0";1,4142135623731;22;8,51719327141623;8,51719407141585;3,69897000433602
"269";"santosdumont";37;1;"recife";0;2000;1;1;1;41;53;"1";"1";6,40312423743285;53;7,60091270948955;7,6009157094543;3,30102999566398
"270";"santosdumont";39;1;"recife";0;2900;1;1;1;34;66;"1";"0";5,8309518948453;66;7,97247005877258;7,97247386374401;3,46239799789896
"271";"santosdumont";53;0;"recife";0;1800;1;0;1;35;60;"1";"0";5,91607978309962;60;7,49555274629505;7,49556046223131;3,25527250510331
"272";"santosdumont";38;0;"recife";1;600;1;1;0;41;48;"1";"0";6,40312423743285;48;6,39704353762019;6,39706297966138;2,77815125038364
"273";"santosdumont";18;1;"recife";0;468;1;1;0;57;62;"1";"1";7,54983443527075;62;6,14872850751223;6,14875132986078;2,67024585307412
"274";"santosdumont";31;1;"recife";1;14000;1;1;1;29;36;"1";"0";5,3851648071345;36;9,54681275655657;9,54681279227085;4,14612803567824
"275";"santosdumont";23;1;"recife";0;2200;1;1;1;65;68;"1";"1";8,06225774829855;68;7,6962260690083;7,69622668883449;3,34242268082221
"276";"santosdumont";60;1;"jaboatao";1;2000;0;0;0;12;10;"0";"0";10;15,4641016151378;7,60090545953758;7,60090495953896;3,30102999566398
"277";"santosdumont";22;0;"recife";1;1500;1;1;1;16;44;"1";"0";4;44;7,31322749817613;7,31323994245465;3,17609125905568
"278";"santosdumont";67;1;"recife";1;5000;1;1;1;67;70;"1";"0";8,18535277187245;70;8,51719587141265;8,51719599141232;3,69897000433602
"279";"santosdumont";44;1;"recife";1;8000;1;1;1;16;37;"1";"1";4;37;8,98719707066194;8,98719739878681;3,90308998699194
"280";"santosdumont";43;0;"recife";1;4500;1;0;0;62;13;"0";"1";13;69,8740078740118;8,41183573748212;8,41183331773351;3,65321251377534
"281";"santosdumont";52;0;"recife";0;5000;0;1;0;68;33;"0";"0";33;76,2462112512353;8,51719591141254;8,51719451141537;3,69897000433602
"282";"santosdumont";36;0;"recife";1;6000;1;1;1;47;26;"0";"0";26;53,855654600401;8,6995160537649;8,69951547043215;3,77815125038364
"283";"santosdumont";19;1;"recife";0;1000;1;1;0;28;45;"1";"1";5,29150262212918;45;6,90778327859014;6,90780027796967;3
"284";"santosdumont";40;1;"recife";1;6000;0;1;0;14;31;"1";"1";3,74165738677394;31;8,69951513709901;8,69951560932093;3,77815125038364
"285";"santosdumont";23;0;"recife";0;800;1;1;0;67;68;"1";"1";8,18535277187245;68;6,68471640968857;6,6847179720238;2,90308998699194
"286";"santosdumont";53;1;"recife";1;10000;1;1;1;19;67;"1";"1";4,35889894354067;67;9,21034056197616;9,21034104197596;4
"287";"santosdumont";33;1;"recife";1;8000;1;1;0;22;18;"0";"0";18;26,6904157598234;8,98719716441191;8,98719710191193;3,90308998699194
"288";"santosdumont";51;1;"recife";1;6000;1;1;1;7;25;"1";"1";2,64575131106459;25;8,69951494265462;8,69951544265439;3,77815125038364
"289";"santosdumont";32;1;"recife";1;7000;1;1;1;28;67;"1";"1";5,29150262212918;67;8,85366599946586;8,85366679538345;3,84509804001426
"290";"santosdumont";50;0;"paulista";1;3000;1;0;0;20;66;"1";"1";4,47213595499958;66;8,00636978987;8,00637490095669;3,47712125471966
"291";"santosdumont";40;1;"recife";0;2000;0;0;0;8;56;"1";"1";2,82842712474619;56;7,60090445954008;7,60091645944408;3,30102999566398
"292";"santosdumont";49;1;"recife";1;8000;1;0;1;16;64;"1";"1";4;64;8,98719707066194;8,98719782066147;3,90308998699194
"293";"santosdumont";63;0;"recife";0;1200;0;1;0;8;68;"1";"1";2,82842712474619;68;7,09008239131621;7,09012405688338;3,07918124604762
"294";"santosdumont";51;1;"recife";1;4300;0;1;1;25;55;"1";"0";5;55;8,36637165376295;8,36637327625808;3,63346845557959
"295";"santosdumont";36;0;"recife";1;3800;0;0;1;4;58;"1";"1";2;58;8,24275662272275;8,24276036232691;3,57978359661681
"296";"santosdumont";48;1;"recife";0;3000;1;1;1;14;63;"1";"0";3,74165738677394;63;8,00636912320459;8,00637456762575;3,47712125471966
"297";"santosdumont";71;1;"jaboatao";0;3300;1;1;0;43;47;"1";"1";6,557438524302;47;8,10168169602345;8,10168206333139;3,51851393987789
"298";"santosdumont";33;0;"jaboatao";0;1850;1;0;0;35;65;"1";"0";5,91607978309962;65;7,52295114446274;7,52295990985696;3,26717172840301
"299";"santosdumont";58;1;"jaboatao";1;2800;1;1;1;11;49;"1";"1";3,3166247903554;49;7,93737609922354;7,93738094614376;3,44715803134222
"300";"santosdumont";36;1;"recife";0;1400;1;0;1;38;64;"1";"1";6,16441400296898;64;7,24424690317051;7,24426016813147;3,14612803567824
"301";"santosdumont";46;0;"recife";0;1700;1;1;1;14;44;"1";"1";3,74165738677394;44;7,43838837432323;7,4383987548419;3,23044892137827
"302";"santosdumont";34;0;"recife";0;1800;1;1;1;26;64;"1";"0";5,09901951359278;64;7,49554996854342;7,49556169677559;3,25527250510331
"303";"santosdumont";30;0;"recife";1;2500;1;0;0;15;57;"1";"0";3,87298334620742;57;7,82404841085341;7,82405513081471;3,39794000867204
"304";"santosdumont";33;0;"recife";0;600;0;0;0;10;47;"1";"1";3,16227766016838;47;6,39695743260813;6,39706020225007;2,77815125038364
"305";"santosdumont";42;0;"recife";1;5000;1;1;1;9;63;"1";"0";3;63;8,51719355141617;8,51719571141306;3,69897000433602
"306";"santosdumont";48;0;"recife";0;5000;1;1;1;31;67;"1";"0";5,56776436283002;67;8,51719443141547;8,51719587141265;3,69897000433602
"307";"santosdumont";24;1;"recife";0;2900;1;1;1;33;63;"1";"0";5,74456264653803;63;7,97246993986699;7,97247350702855;3,46239799789896
"308";"santosdumont";41;1;"recife";1;10000;1;1;1;11;19;"1";"1";3,3166247903554;19;9,21034048197618;9,21034056197616;4
"309";"santosdumont";73;1;"recife";0;1800;1;1;1;24;53;"1";"0";4,89897948556636;53;7,49554935126423;7,49555830177516;3,25527250510331
"310";"santosdumont";28;1;"recife";0;6000;1;1;1;37;62;"1";"0";6,08276253029822;62;8,69951577598744;8,69951647043093;3,77815125038364
"311";"santosdumont";34;0;"recife";1;8000;1;1;1;27;44;"1";"1";5,19615242270663;44;8,98719724253688;8,98719750816174;3,90308998699194
"312";"santosdumont";20;1;"recife";0;500;1;0;1;11;56;"1";"1";3,3166247903554;56;6,21465209745422;6,21483207333794;2,69897000433602
"313";"santosdumont";34;0;"recife";0;1000;1;1;1;7;58;"1";"1";2,64575131106459;58;6,90776227895764;6,9078132773002;3
"314";"santosdumont";51;1;"recife";1;6000;1;1;1;7;25;"1";"1";2,64575131106459;25;8,69951494265462;8,69951544265439;3,77815125038364
"315";"santosdumont";32;1;"recife";1;7000;1;1;1;28;67;"1";"1";5,29150262212918;67;8,85366599946586;8,85366679538345;3,84509804001426
"316";"santosdumont";50;0;"paulista";1;3000;1;0;0;20;66;"1";"1";4,47213595499958;66;8,00636978987;8,00637490095669;3,47712125471966
"317";"santosdumont";40;1;"recife";0;2000;0;0;0;8;56;"1";"1";2,82842712474619;56;7,60090445954008;7,60091645944408;3,30102999566398
"318";"santosdumont";49;1;"recife";1;8000;1;0;1;16;64;"1";"1";4;64;8,98719707066194;8,98719782066147;3,90308998699194
"319";"santosdumont";63;0;"recife";0;1200;0;1;0;8;68;"1";"1";2,82842712474619;68;7,09008239131621;7,09012405688338;3,07918124604762
"320";"santosdumont";51;1;"recife";1;4300;0;1;1;25;55;"1";"0";5;55;8,36637165376295;8,36637327625808;3,63346845557959
"321";"santosdumont";36;0;"recife";1;3800;0;0;1;4;58;"1";"1";2;58;8,24275662272275;8,24276036232691;3,57978359661681
"322";"santosdumont";48;1;"recife";0;3000;1;1;1;14;63;"1";"0";3,74165738677394;63;8,00636912320459;8,00637456762575;3,47712125471966
"323";"santosdumont";71;1;"jaboatao";0;3300;1;1;0;43;47;"1";"1";6,557438524302;47;8,10168169602345;8,10168206333139;3,51851393987789
"324";"santosdumont";33;0;"jaboatao";0;1850;1;0;0;35;65;"1";"0";5,91607978309962;65;7,52295114446274;7,52295990985696;3,26717172840301
"325";"santosdumont";58;1;"jaboatao";1;2800;1;1;1;11;49;"1";"1";3,3166247903554;49;7,93737609922354;7,93738094614376;3,44715803134222
"326";"santosdumont";36;1;"recife";0;1400;1;0;1;38;64;"1";"1";6,16441400296898;64;7,24424690317051;7,24426016813147;3,14612803567824
"327";"santosdumont";46;0;"recife";0;1700;1;1;1;14;44;"1";"1";3,74165738677394;44;7,43838837432323;7,4383987548419;3,23044892137827
"328";"santosdumont";29;0;"recife";1;5000;1;0;0;36;62;"1";"0";6;62;8,5171946314152;8,51719567141316;3,69897000433602
"329";"santosdumont";35;0;"recife";1;7000;0;0;0;31;45;"1";"0";5,56776436283002;45;8,85366606069031;8,85366634640438;3,84509804001426
"330";"santosdumont";26;0;"recife";1;4000;1;1;1;2;62;"1";"0";1,4142135623731;62;8,29404976510202;8,29405351509452;3,60205999132796
"331";"santosdumont";40;1;"recife";1;5000;1;1;0;35;69;"1";"0";5,91607978309962;69;8,51719459141526;8,51719595141243;3,69897000433602
"332";"santosdumont";35;1;"recife";0;7000;1;1;1;24;66;"1";"1";4,89897948556636;66;8,85366591783325;8,85366677497532;3,84509804001426
"333";"santosdumont";65;0;"olinda";0;4000;1;1;1;10;68;"1";"0";3,16227766016838;68;8,29405026510183;8,294053890093;3,60205999132796
"334";"santosdumont";60;1;"fortaleza";1;8000;1;0;0;35;57;"1";"1";5,91607978309962;57;8,98719736753682;8,98719771128658;3,90308998699194
"335";"santosdumont";39;0;"gloria do goita";0;1000;1;1;1;39;65;"1";"1";6,2449979983984;65;6,90779427822166;6,90782027686973;3
"336";"santosdumont";34;0;"recife";1;10000;0;0;1;34;70;"1";"0";5,8309518948453;70;9,21034071197612;9,21034107197594;4
"337";"santosdumont";45;0;"jaboatao";1;3000;1;1;1;38;52;"1";"0";6,16441400296898;52;8,00637178986356;8,00637334541133;3,47712125471966
"338";"santosdumont";41;0;"jaboatao";1;5000;0;1;1;14;39;"1";"1";3,74165738677394;39;8,51719375141608;8,51719475141502;3,69897000433602
"339";"santosdumont";30;0;"olinda";1;600;0;0;1;6;69;"1";"1";2,44948974278318;69;6,39694632174393;6,3971213035171;2,77815125038364
"340";"santosdumont";26;1;"recife";0;1000;0;1;1;12;53;"1";"0";3,46410161513775;53;6,90776727891014;6,90780827757769;3
"341";"santosdumont";24;0;"recife";1;2000;1;1;1;46;68;"1";"0";6,78232998312527;68;7,60091395947596;7,60091945939758;3,30102999566398
"342";"santosdumont";70;1;"jaboatao";0;3500;1;1;1;31;52;"1";"0";5,56776436283002;52;8,16052077808655;8,16052249236646;3,54406804435028
"343";"lindu";52;1;"jaboatao";0;900;0;1;1;41;57;"1";"1";6,40312423743285;57;6,80244537932725;6,8024651312188;2,95424250943932
"344";"lindu";32;0;"jaboatao";1;2000;0;1;1;28;21;"0";"0";21;33,2915026221292;7,60090945951758;7,6009077095283;3,30102999566398
"345";"lindu";65;1;"jaboatao";0;1500;0;1;0;12;50;"1";"1";3,46410161513775;50;7,31322572040941;7,31324260906561;3,17609125905568
"346";"lindu";27;0;"jaboatao";0;90;1;1;1;45;1;"0";"0";1;51,7082039324994;4,50534985070588;4,49993311950023;1,95424250943932
"347";"lindu";38;0;"recife";1;2100;1;1;1;6;41;"1";"1";2,44948974278318;41;7,64969398425481;7,64970192072045;3,32221929473392
"348";"lindu";34;0;"recife";1;5000;0;1;0;10;26;"1";"0";3,16227766016838;26;8,51719359141616;8,5171942314157;3,69897000433602
"349";"lindu";51;1;"recife";1;8000;0;1;0;24;44;"1";"0";4,89897948556636;44;8,9871971956619;8,98719750816174;3,90308998699194
"350";"lindu";18;1;"jaboatao";0;1700;0;1;0;5;6;"1";"1";2,23606797749979;6;7,43838526014662;7,43838560616672;3,23044892137827
"351";"lindu";28;0;"recife";1;1000;1;1;1;36;13;"0";"1";13;42;6,90779127833415;6,90776827889764;3
"352";"lindu";58;0;"jaboatao";1;1800;0;1;1;66;21;"0";"0";21;74,124038404636;7,49556231404715;7,49554842534473;3,25527250510331
"353";"lindu";52;0;"jaboatao";0;1500;1;1;1;49;66;"1";"0";7;66;7,31324216463095;7,31324971999342;3,17609125905568
"354";"lindu";20;0;"recife";0;1000;1;1;1;27;39;"1";"1";5,19615242270663;39;6,90778227861764;6,90779427822166;3
"355";"lindu";36;0;"recife";1;3000;1;1;1;34;37;"1";"1";5,8309518948453;37;8,00637134542089;8,00637167875291;3,47712125471966
"356";"lindu";55;1;"jaboatao";0;920;1;1;1;37;21;"0";"1";21;43,0827625302982;6,8244173836434;6,82439848069938;2,96378782734556
"357";"lindu";46;1;"recife";0;3000;0;1;0;46;5;"0";"0";5;52,7823299831253;8,0063726787483;8,00636812320565;3,47712125471966
"358";"lindu";36;0;"recife";0;500;1;1;1;15;62;"1";"0";3,87298334620742;62;6,21466809662226;6,21485606767528;2,69897000433602
"359";"lindu";59;0;"recife";1;7000;0;0;0;26;7;"0";"0";7;31,0990195135928;8,85366595864955;8,85366557089458;3,84509804001426
"360";"lindu";32;1;"recife";1;10000;1;1;1;19;5;"0";"0";5;23,3588989435407;9,21034056197616;9,21034042197618;4
"361";"lindu";19;0;"recife";0;450;0;1;1;20;37;"1";"1";4,47213595499958;37;6,10934634331948;6,1094302821232;2,65321251377534
"362";"lindu";27;0;"recife";0;900;1;1;0;19;57;"1";"0";4,35889894354067;57;6,80241821983933;6,8024651312188;2,95424250943932
"363";"lindu";40;1;"recife";1;10000;1;0;0;56;59;"1";"1";7,48331477354788;59;9,21034093197603;9,21034096197601;4
"364";"lindu";37;1;"jaboatao";0;7000;0;1;1;44;36;"0";"1";36;50,6332495807108;8,85366632599623;8,85366616273106;3,84509804001426
"365";"lindu";27;0;"jaboatao";0;900;1;1;1;54;60;"1";"1";7,34846922834953;60;6,80246142776885;6,80246883465504;2,95424250943932
"366";"lindu";24;1;"camaragibe";1;1500;1;0;0;53;70;"1";"0";7,28010988928052;70;7,31324394236843;7,31325149771747;3,17609125905568
"367";"lindu";48;0;"olinda";1;3000;1;1;1;4;12;"1";"1";2;12;8,00636801209459;8,00636890098269;3,47712125471966
"368";"lindu";30;0;"recife";0;2000;1;1;1;46;59;"1";"0";6,78232998312527;59;7,60091395947596;7,6009172094333;3,30102999566398
"369";"lindu";33;1;"cabo de santo agostinho";1;2500;0;1;1;6;37;"1";"0";2,44948974278318;37;7,82404697085583;7,82405193083877;3,39794000867204
"370";"lindu";52;1;"recife";0;3000;1;1;1;58;70;"1";"1";7,61577310586391;70;8,00637401207393;8,00637534539778;3,47712125471966
"371";"lindu";42;1;"camaragibe";0;2200;1;1;0;68;66;"0";"0";66;76,2462112512353;7,69622668883449;7,69622627561707;3,34242268082221
"372";"lindu";46;1;"recife";1;10800;0;0;1;63;10;"0";"0";10;70,9372539331938;9,28730195323562;9,28730149884619;4,03342375548695
"373";"lindu";19;0;"recife";0;940;1;1;0;67;20;"0";"1";20;75,1853527718724;6,84595569855508;6,84590250968421;2,9731278535997
"374";"lindu";36;0;"jaboatao";1;12000;0;1;1;30;31;"1";"1";5,47722557505166;31;9,39266213710345;9,39266214404789;4,07918124604762
"375";"lindu";43;0;"recife";1;998;1;1;1;20;33;"1";"0";4,47213595499958;33;6,9057733563505;6,90578640815966;2,99913054128737
"376";"lindu";57;0;"recife";1;4000;1;1;0;3;70;"1";"0";1,73205080756888;70;8,29404982760201;8,29405401509246;3,60205999132796
"377";"lindu";62;0;"jaboatao";1;5000;1;1;1;2;4;"1";"1";1,4142135623731;4;8,51719327141623;8,51719335141622;3,69897000433602
"378";"lindu";38;1;"jaboatao";0;1800;1;1;1;36;70;"1";"1";6;70;7,49555305493364;7,49556354858914;3,25527250510331
"379";"lindu";36;0;"jaboatao";1;2000;1;1;1;54;65;"1";"0";7,34846922834953;65;7,60091595945096;7,60091870941005;3,30102999566398
"380";"lindu";78;0;"recife";1;3600;1;1;1;37;42;"1";"0";6,08276253029822;42;8,1886919793784;8,18869236517969;3,55630250076729
"381";"lindu";23;0;"recife";0;1100;0;1;1;12;18;"1";"1";3,46410161513775;18;7,00307537609266;7,00308033470887;3,04139268515822
"382";"lindu";42;1;"camaragibe";1;7000;1;1;1;7;16;"1";"1";2,64575131106459;16;8,85366557089458;8,85366575456801;3,84509804001426
"383";"lindu";65;0;"jaboatao";0;998;0;0;0;19;18;"0";"0";18;23,3588989435407;6,90577235235812;6,90577134836474;2,99913054128737
