"";"parque";"idade";"sexo";"cidade";"escolar";"renda";"infraestrutura";"sombra";"temperatura";"lance1";"lance2";"resp1";"resp2";"bidl";"bidh";"lnRendat1";"lnRendat2";"lnRenda"
"580";"macaxeira";33;1;"recife";0;1500;1;1;0;39;32;"0";"0";0;45,2449979983984;7,31323772027341;7,31323494476301;3,17609125905568
"581";"macaxeira";50;1;"recife";0;2000;1;1;0;52;22;"1";"1";7,21110255092798;22;7,60091545945758;7,60090795952696;3,30102999566398
"582";"macaxeira";38;0;"recife";0;1000;1;0;0;25;33;"1";"1";5;33;6,90778027866964;6,90778827843765;3
"583";"macaxeira";53;1;"recife";0;2000;1;0;0;16;20;"1";"1";4;20;7,60090645953408;7,60090745952958;3,30102999566398
"584";"macaxeira";20;1;"recife";0;500;1;1;0;42;52;"1";"1";6,48074069840786;52;6,21477608431177;6,21481607679319;2,69897000433602
"585";"macaxeira";24;0;"camaragibe";0;700;1;0;0;28;16;"0";"1";16;33,2915026221292;6,55113747626796;6,55111298757153;2,84509804001426
"586";"macaxeira";29;1;"camaragibe";0;2500;1;0;0;10;23;"1";"1";3,16227766016838;23;7,82404761085501;7,82404969084952;3,39794000867204
"587";"macaxeira";31;1;"recife";0;1000;1;0;0;7;14;"1";"1";2,64575131106459;14;6,90776227895764;6,90776927888414;3
"588";"macaxeira";27;1;"recife";0;1800;0;0;0;58;6;"1";"1";7,61577310586391;6;7,4955598449586;7,49554379573439;3,25527250510331
"589";"macaxeira";21;0;"recife";0;1500;1;0;0;7;8;"1";"1";2,64575131106459;8;7,31322349819657;7,31322394263954;3,17609125905568
"590";"macaxeira";52;0;"recife";0;2300;1;0;0;14;14;"1";"1";3,74165738677394;14;7,74066704841657;7,74066704841657;3,36172783601759
"591";"macaxeira";25;1;"recife";0;1200;1;0;0;30;15;"1";"1";5,47722557505166;15;7,09009766889241;7,09008725238851;3,07918124604762
"592";"macaxeira";46;1;"recife";0;2500;1;0;0;20;13;"1";"1";4,47213595499958;13;7,82404921085117;7,82404809085413;3,39794000867204
"593";"macaxeira";57;1;"recife";0;2500;0;0;0;20;15;"0";"0";0;24,4721359549996;7,82404921085117;7,82404849531145;3,39794000867204
"594";"macaxeira";47;1;"recife";0;3000;1;0;0;45;20;"0";"1";20;51,7082039324994;8,00637256763775;8,00636978987;3,47712125471966
"595";"macaxeira";31;0;"recife";0;1000;1;0;0;20;15;"0";"0";0;24,4721359549996;6,90777527878214;6,90777080672563;3
"596";"macaxeira";36;1;"recife";0;3500;1;1;0;24;19;"0";"0";0;28,8989794855664;8,16052020665926;8,16051980674327;3,54406804435028
"597";"macaxeira";63;1;"recife";0;3000;0;0;0;37;30;"0";"0";0;43,0827625302982;8,00637167875291;8,00637100289295;3,47712125471966
"598";"macaxeira";37;0;"recife";0;1200;1;0;0;12;8;"0";"0";0;15,4641016151378;7,0900851690747;7,09008276346573;3,07918124604762
"599";"macaxeira";29;0;"recife";0;1800;1;0;0;41;34;"0";"0";0;47,4031242374328;7,49555459812518;7,49555262187532;3,25527250510331
"600";"macaxeira";33;1;"recife";0;2500;1;0;0;30;12;"1";"1";5,47722557505166;12;7,82405081084477;7,82404793085445;3,39794000867204
"601";"macaxeira";22;1;"recife";0;1000;0;0;0;29;19;"0";"1";19;34,3851648071345;6,90778427856165;6,90777427880164;3
"602";"macaxeira";32;0;"recife";0;1500;1;0;0;41;24;"1";"1";6,40312423743285;24;7,3132386091465;7,31323105370008;3,17609125905568
"603";"macaxeira";28;1;"recife";0;2000;1;0;0;30;13;"1";"1";5,47722557505166;13;7,60090995951396;7,6009057095368;3,30102999566398
"604";"macaxeira";25;0;"recife";0;800;1;0;0;49;42;"0";"0";0;56;6,68468828723717;6,6846773505147;2,90308998699194
"605";"macaxeira";38;0;"recife";0;1200;0;0;0;33;27;"0";"0";0;38,744562646538;7,09009975218018;7,09009576298402;3,07918124604762
"606";"macaxeira";34;1;"recife";0;1700;1;0;0;46;7;"1";"1";6,78232998312527;7;7,43839944687265;7,4383859521867;3,23044892137827
"607";"macaxeira";49;1;"recife";0;3000;0;0;0;49;7;"1";"1";7;7;8,00637301207987;8,00636834542772;3,47712125471966
"608";"macaxeira";21;1;"camaragibe";0;998;0;0;0;8;5;"0";"0";0;10,8284271247462;6,90576130837546;6,90575846861938;2,99913054128737
"609";"macaxeira";37;0;"recife";0;2300;0;0;0;33;12;"1";"1";5,74456264653803;12;7,74067064008304;7,74066667034567;3,36172783601759
"610";"macaxeira";53;0;"recife";0;998;1;0;0;14;7;"0";"1";7;17,7416573867739;6,90576733238113;6,90576030437099;2,99913054128737
"611";"macaxeira";32;1;"recife";0;3400;1;0;0;33;27;"0";"0";0;38,744562646538;8,13153356527146;8,13153306833827;3,53147891704225
"612";"jaqueira";80;0;"recife";0;998;0;1;0;42;36;"0";"0";36;48,4807406984079;6,90579544392774;6,90578942009142;2,99913054128737
"613";"jaqueira";29;1;"recife";0;1200;1;1;0;19;45;"1";"1";4,35889894354067;45;7,09009003013349;7,09010808528782;3,07918124604762
"614";"jaqueira";56;1;"escada";0;10000;1;1;0;23;48;"1";"1";4,79583152331272;48;9,21034060197616;9,21034085197607;4
"615";"jaqueira";45;0;"recife";0;4500;1;0;0;47;52;"1";"1";6,85565460040104;52;8,41183499674337;8,41183524365635;3,65321251377534
"616";"jaqueira";37;1;"recife";0;4000;0;1;0;54;58;"1";"1";7,34846922834953;58;8,29405301509633;8,29405326509546;3,60205999132796
"617";"jaqueira";44;0;"recife";0;4000;1;1;0;18;20;"1";"1";4,24264068711928;20;8,29405076510139;8,29405089010125;3,60205999132796
"618";"jaqueira";43;0;"recife";0;9000;1;0;0;16;30;"1";"1";4;30;9,1049800538492;9,10498022668866;3,95424250943932
"619";"jaqueira";61;0;"recife";0;998;1;1;0;42;26;"0";"0";26;48,4807406984079;6,90579544392774;6,90577938028359;2,99913054128737
"620";"jaqueira";66;0;"olinda";0;2000;1;1;0;51;4;"0";"0";4;58,1414284285429;7,6009152094608;7,60090345954158;3,30102999566398
"621";"jaqueira";32;1;"abreu e Lima";0;5000;1;1;0;18;45;"1";"1";4,24264068711928;45;8,51719391141598;8,51719499141462;3,69897000433602
"622";"jaqueira";32;0;"abreu e Lima";0;1500;1;1;0;28;25;"0";"0";25;33,2915026221292;7,31323283145731;7,31323149813968;3,17609125905568
"623";"jaqueira";35;1;"abreu e Lima";0;2300;1;1;0;15;46;"1";"1";3,87298334620742;46;7,74066723745197;7,74067309753161;3,36172783601759
"624";"jaqueira";40;0;"abreu e Lima";0;3500;1;1;0;54;56;"1";"1";7,34846922834953;56;8,16052265563105;8,16052281889563;3,54406804435028
"625";"jaqueira";41;1;"recife";1;3500;1;1;0;44;46;"1";"1";6,6332495807108;46;8,16052183930779;8,1605220025725;3,54406804435028
"626";"jaqueira";37;1;"recife";0;3000;1;1;0;14;12;"0";"0";12;17,7416573867739;8,00636912320459;8,00636890098269;3,47712125471966
"627";"jaqueira";64;0;"jaboatao";0;998;1;1;0;12;44;"1";"1";3,46410161513775;44;6,90576532438327;6,90579745186512;2,99913054128737
"628";"jaqueira";40;1;"recife";0;3000;1;1;0;53;33;"0";"0";33;60,2801098892805;8,0063734565218;8,00637123431019;3,47712125471966
"629";"jaqueira";31;0;"recife";0;700;1;1;0;14;4;"0";"1";4;17,7416573867739;6,55110890606382;6,55108849827539;2,84509804001426
"630";"jaqueira";19;0;"paulista";0;1300;1;1;0;20;21;"1";"1";4,47213595499958;21;7,17013137769913;7,17013196940793;3,11394335230684
"631";"jaqueira";74;1;"camaragibe";0;998;1;1;0;14;18;"1";"1";3,74165738677394;18;6,90576733238113;6,90577134836474;2,99913054128737
"632";"jaqueira";58;1;"camaragibe";0;15000;1;1;0;19;23;"1";"1";4,35889894354067;23;9,61580556452879;9,61580558230656;4,17609125905568
"633";"jaqueira";42;1;"recife";0;2000;1;1;0;42;57;"1";"1";6,48074069840786;57;7,60091295948696;7,60091670944055;3,30102999566398
"634";"jaqueira";29;1;"camaragibe";0;2000;1;1;0;37;35;"0";"0";35;43,0827625302982;7,6009117094993;7,6009112095038;3,30102999566398
"635";"jaqueira";72;1;"recife";0;15000;1;0;0;23;16;"0";"0";16;27,7958315233127;9,61580558230656;9,61580555119546;4,17609125905568
"636";"jaqueira";39;0;"recife";0;3000;1;1;0;55;59;"1";"1";7,41619848709566;59;8,00637367874269;8,00637412318432;3,47712125471966
"637";"jaqueira";60;1;"recife";1;15000;1;1;0;37;49;"1";"1";6,08276253029822;49;9,61580564452878;9,6158056978621;4,17609125905568
"638";"jaqueira";80;0;"jaboatao";0;10000;1;1;0;8;38;"1";"1";2,82842712474619;38;9,21034045197618;9,21034075197611;4
"639";"jaqueira";56;0;"recife";0;2000;1;1;0;40;25;"0";"1";25;46,3245553203368;7,60091245949208;7,60090870952255;3,30102999566398
"640";"jaqueira";48;0;"recife";0;4000;1;1;0;28;40;"1";"1";5,29150262212918;40;8,2940513901005;8,2940521400989;3,60205999132796
"641";"jaqueira";72;1;"recife";0;10000;1;1;0;46;28;"0";"1";28;52,7823299831253;9,21034083197608;9,21034065197614;4
"642";"jaqueira";22;1;"recife";0;1800;1;1;0;33;49;"1";"1";5,74456264653803;49;7,49555212901757;7,49555706722669;3,25527250510331
"643";"jaqueira";35;0;"recife";0;998;1;0;0;19;41;"1";"1";4,35889894354067;41;6,90577235235812;6,90579443995754;2,99913054128737
"644";"jaqueira";52;0;"recife";0;1500;1;1;0;18;37;"1";"1";4,24264068711928;37;7,3132283870583;7,31323683139954;3,17609125905568
"645";"jaqueira";26;1;"recife";0;600;0;1;0;50;47;"0";"1";47;57,0710678118655;6,39706853446087;6,39706020225007;2,77815125038364
"646";"jaqueira";24;1;"recife";0;1996;0;1;0;10;26;"1";"1";3,16227766016838;26;7,59890296689834;7,59890698292832;3,30016053695135
"647";"jaqueira";48;1;"recife";0;2000;0;0;0;36;26;"0";"1";26;42;7,60091145950158;7,60090895952096;3,30102999566398
"648";"jaqueira";27;0;"recife";0;2994;1;1;0;8;10;"1";"1";2,82842712474619;10;8,00436645743432;8,00436668054788;3,47625179600703
"649";"jaqueira";19;1;"recife";0;1996;1;1;0;57;17;"0";"1";17;64,5498344352708;7,59891476394052;7,59890472391344;3,30016053695135
"650";"jaqueira";52;0;"recife";0;2495;1;1;0;52;56;"1";"1";7,21110255092798;56;7,82205236153084;7,82205300409296;3,39707054995941
"651";"jaqueira";49;0;"recife";0;1100;1;1;0;59;45;"0";"0";45;66,6811457478686;7,00311421792829;7,00310264817757;3,04139268515822
"652";"jaqueira";40;1;"vitoria de santo antao";0;998;0;1;0;54;37;"0";"0";37;61,3484692283495;6,90580749149153;6,90579042406666;2,99913054128737
"653";"jaqueira";44;0;"recife";0;998;1;1;0;34;60;"1";"1";5,8309518948453;60;6,90578741213792;6,90581351521899;2,99913054128737
"654";"jaqueira";60;1;"recife";0;6000;0;0;0;48;19;"0";"0";19;54,9282032302755;8,69951608154264;8,69951527598783;3,77815125038364
"655";"jaqueira";75;1;"recife";0;2994;0;1;0;10;4;"0";"0";4;13,1622776601684;8,00436668054788;8,00436601120704;3,47625179600703
"656";"jaqueira";43;0;"recife";0;5000;0;1;0;16;17;"1";"1";4;17;8,51719383141603;8,51719387141601;3,69897000433602
"657";"jaqueira";38;0;"recife";0;998;1;1;0;21;36;"1";"1";4,58257569495584;36;6,90577436034187;6,90578942009142;2,99913054128737
"658";"jaqueira";28;1;"recife";0;3000;1;1;0;11;26;"1";"1";3,3166247903554;26;8,00636878987172;8,00637045653496;3,47712125471966
"659";"jaqueira";34;0;"recife";0;7500;0;1;0;48;51;"1";"1";6,92820323027551;51;8,92265915285737;8,92265920619066;3,8750612633917
"660";"jaqueira";62;1;"recife";0;4980;0;1;0;34;41;"1";"1";5,8309518948453;41;8,51318654096339;8,51318682321647;3,69722934275972
"661";"jaqueira";42;1;"recife";0;3992;1;1;0;25;46;"1";"1";5;46;8,29204920619893;8,29205052396178;3,60119053261533
"662";"jaqueira";67;0;"olinda";0;3992;1;0;0;55;41;"0";"0";41;62,4161984870957;8,29205108871676;8,29205021020888;3,60119053261533
"663";"jaqueira";38;0;"sao lourenco";0;1144;1;1;0;12;13;"1";"1";3,46410161513775;13;7,04229534105023;7,04229610513898;3,05842602445701
"664";"jaqueira";19;1;"sao lourenco";0;500;1;1;0;49;42;"0";"0";42;56;6,2148040792167;6,21477608431177;2,69897000433602
"665";"jaqueira";31;1;"recife";0;4000;1;1;0;53;56;"1";"1";7,28010988928052;56;8,29405295259654;8,2940531400959;3,60205999132796
"666";"jaqueira";35;0;"recife";0;2000;0;1;0;39;44;"1";"1";6,2449979983984;44;7,60091220949455;7,60091345948158;3,30102999566398
"667";"jaqueira";43;1;"recife";0;1000;0;1;0;47;33;"0";"1";33;53,855654600401;6,90780227787767;6,90778827843765;3
"668";"jaqueira";37;0;"joao pessoa";0;170;1;1;0;28;38;"1";"1";5,29150262212918;38;5,13676682614164;5,13711245224677;2,23044892137827
"669";"jaqueira";24;1;"jaboatao";0;1000;1;1;0;47;58;"1";"1";6,85565460040104;58;6,90780227787767;6,9078132773002;3
"670";"jaqueira";75;0;"recife";0;6000;1;1;0;19;20;"1";"1";4,35889894354067;20;8,69951527598783;8,69951530376559;3,77815125038364
"671";"jaqueira";66;1;"recife";0;5000;0;1;0;52;56;"1";"1";7,21110255092798;56;8,51719527141407;8,51719543141373;3,69897000433602
"672";"jaqueira";56;0;"recife";0;6000;1;1;0;9;21;"1";"1";3;21;8,69951499821016;8,69951533154335;3,77815125038364
"673";"jaqueira";86;0;"jaboatao";0;10000;1;1;0;41;21;"0";"1";21;47,4031242374328;9,2103407819761;9,21034058197616;4
"674";"jaqueira";22;1;"jaboatao";0;1500;1;1;0;8;60;"1";"1";2,82842712474619;60;7,31322394263954;7,31324705340142;3,17609125905568
"675";"jaqueira";51;0;"jaboatao";0;1000;1;1;0;55;10;"0";"0";10;62,4161984870957;6,90781027746969;6,90776527893214;3
"676";"jaqueira";33;1;"recife";0;1200;1;1;0;14;5;"0";"1";5;17,7416573867739;7,09008655795105;7,09008030799229;3,07918124604762
"677";"jaqueira";20;0;"recife";0;750;1;0;0;58;59;"1";"1";7,61577310586391;59;6,62017631232588;6,62017808991879;2,8750612633917
"678";"jaqueira";48;1;"recife";0;1100;1;1;0;41;52;"1";"1";6,40312423743285;52;7,00309934250992;7,00310843306967;3,04139268515822
"679";"jaqueira";23;1;"recife";0;1200;1;1;0;7;58;"1";"1";2,64575131106459;58;7,09008169687539;7,09011711274274;3,07918124604762
"680";"jaqueira";37;0;"jaboatao";0;998;1;1;0;32;28;"0";"0";28;37,6568542494924;6,90578540418039;6,90578138825322;2,99913054128737
"681";"jaqueira";22;1;"recife";0;1000;1;1;0;25;32;"1";"1";5;32;6,90778027866964;6,90778727847015;3
"682";"jaqueira";37;0;"recife";0;1000;1;1;0;39;25;"0";"1";25;45,2449979983984;6,90779427822166;6,90778027866964;3
"683";"jaqueira";31;0;"recife";0;998;1;1;0;41;47;"1";"1";6,40312423743285;47;6,90579443995754;6,90580046376363;2,99913054128737
"684";"jaqueira";27;1;"recife";0;1300;1;1;0;34;18;"0";"1";18;39,8309518948453;7,17013966159045;7,17013019428048;3,11394335230684
"685";"jaqueira";28;1;"recife";0;2200;1;1;0;4;8;"1";"1";2;8;7,69621346579235;7,6962142922376;3,34242268082221
"686";"jaqueira";37;1;"olinda";0;1500;0;1;0;57;42;"0";"0";42;64,5498344352708;7,31324572010275;7,31323905358275;3,17609125905568
"687";"jaqueira";28;0;"olinda";0;1000;1;1;0;7;50;"1";"1";2,64575131106459;50;6,90776227895764;6,90780527773218;3
"688";"jaqueira";27;0;"recife";0;1000;0;1;0;5;35;"1";"1";2,23606797749979;35;6,90776027896964;6,90779027836965;3
"689";"jaqueira";42;1;"recife";1;10000;1;1;0;14;32;"1";"1";3,74165738677394;32;9,21034051197617;9,21034069197613;4
"690";"jaqueira";82;0;"recife";0;4000;1;1;0;50;58;"1";"1";7,07106781186548;58;8,29405276509715;8,29405326509546;3,60205999132796
"691";"jaqueira";37;1;"paudalho";0;1200;1;1;0;47;59;"1";"1";6,85565460040104;59;7,09010947413234;7,09011780715898;3,07918124604762
"692";"jaqueira";34;0;"paudalho";0;1200;1;1;0;55;26;"0";"0";26;62,4161984870957;7,09011502949115;7,09009489116865;3,07918124604762
"693";"jaqueira";31;0;"recife";0;500;1;1;0;57;21;"0";"0";21;64,5498344352708;6,21483607243414;6,21469209489439;2,69897000433602
"694";"jaqueira";34;0;"recife";0;1996;1;1;0;10;12;"1";"1";3,16227766016838;12;7,59890296689834;7,59890346890297;3,30016053695135
"695";"jaqueira";25;1;"recife";0;880;0;0;0;25;28;"1";"1";5;28;6,77995419000902;6,7799580638434;2,94448267215017
"696";"jaqueira";25;0;"recife";0;998;1;0;0;43;55;"1";"1";6,557438524302;55;6,90579644789694;6,90580849544862;2,99913054128737
"697";"jaqueira";55;0;"recife";0;41;1;1;0;49;32;"0";"0";32;56;3,74230462078752;3,73242943161981;1,61278385671974
"698";"jaqueira";36;1;"recife";0;1800;0;1;0;57;47;"0";"0";47;64,5498344352708;7,4955595363221;7,49555644995188;3,25527250510331
"699";"jaqueira";33;1;"paulista";0;3200;1;1;0;34;39;"1";"1";5,8309518948453;39;8,07090940909481;8,07090989737432;3,50514997831991
"700";"jaqueira";18;0;"recife";0;1000;1;1;0;5;7;"1";"1";2,23606797749979;7;6,90776027896964;6,90776227895764;3
"701";"jaqueira";19;0;"recife";0;998;1;1;0;8;13;"1";"1";2,82842712474619;13;6,90576130837546;6,9057663283827;2,99913054128737
"702";"jaqueira";32;1;"olinda";0;6000;1;1;0;13;12;"0";"0";12;16,605551275464;8,69951510932124;8,69951508154347;3,77815125038364
"703";"jaqueira";38;1;"recife";0;3800;1;1;0;36;46;"1";"1";6;46;8,24275883878616;8,24275953130497;3,57978359661681
"704";"jaqueira";25;0;"recife";0;1200;1;1;0;10;14;"1";"1";3,16227766016838;14;7,09008378019642;7,09008655795105;3,07918124604762
"705";"jaqueira";19;1;"recife";0;2000;1;1;0;6;25;"1";"1";2,44948974278318;25;7,60090395954096;7,60090870952255;3,30102999566398
"706";"jaqueira";26;1;"recife";0;2500;1;1;0;7;17;"1";"1";2,64575131106459;17;7,82404713085567;7,82404873085259;3,39794000867204
"707";"jaqueira";41;1;"recife";0;5000;0;1;0;43;52;"1";"1";6,557438524302;52;8,51719491141476;8,51719527141407;3,69897000433602
"708";"jaqueira";19;1;"recife";0;800;1;1;0;4;11;"1";"1";2;11;6,6846179776484;6,68462891502022;2,90308998699194
"709";"jaqueira";56;1;"recife";0;1800;1;1;0;42;47;"1";"1";6,48074069840786;47;7,4955549067632;7,49555644995188;3,25527250510331
"710";"jaqueira";36;0;"recife";0;6200;1;1;0;35;30;"0";"0";30;40,9160797830996;8,73230548154265;8,73230535146992;3,79239168949825
"711";"jaqueira";19;1;"recife";0;1200;1;1;0;12;38;"1";"1";3,46410161513775;38;7,0900851690747;7,0901032243168;3,07918124604762
"712";"jaqueira";39;1;"recife";0;18000;1;1;0;9;40;"1";"1";3;40;9,79812706465608;9,79812716033508;4,25527250510331
"713";"jaqueira";19;0;"recife";0;400;0;1;0;15;24;"1";"1";3,87298334620742;24;5,99155829271373;5,99161453585911;2,60205999132796
"714";"jaqueira";25;1;"recife";0;800;0;0;0;10;52;"1";"1";3,16227766016838;52;6,68462735254586;6,68469297436732;2,90308998699194
"715";"jaqueira";25;0;"recife";0;800;1;0;0;20;43;"1";"1";4,47213595499958;43;6,68464297717966;6,68467891291095;2,90308998699194
"716";"jaqueira";18;1;"recife";0;850;1;1;0;43;15;"0";"0";15;49,557438524302;6,74529586328431;6,74525711051453;2,92941892571429
"717";"jaqueira";56;1;"recife";0;1500;0;1;0;47;30;"0";"0";30;53,855654600401;7,31324127576102;7,31323372033475;3,17609125905568
"718";"jaqueira";31;1;"recife";0;2500;1;1;0;13;21;"1";"1";3,60555127546399;21;7,82404809085413;7,82404937085065;3,39794000867204
"719";"jaqueira";32;0;"recife";0;1923;1;1;0;28;43;"1";"1";5,29150262212918;43;7,56164931736585;7,56165337365141;3,28397928423848
"720";"jaqueira";37;1;"recife";0;1300;1;1;0;47;48;"1";"1";6,85565460040104;48;7,17014735371381;7,17014794541315;3,11394335230684
"721";"jaqueira";19;0;"recife";0;100;1;1;0;9;17;"1";"1";3;17;4,60606978123093;4,60686874262367;2
"722";"jaqueira";18;0;"recife";0;400;1;1;0;7;8;"1";"1";2,64575131106459;8;5,99150829615098;5,99151454585802;2,60205999132796
"723";"jaqueira";52;0;"recife";0;1100;1;1;0;39;18;"0";"0";18;45,2449979983984;7,003097689672;7,00308033470887;3,04139268515822
"724";"jaqueira";42;0;"olinda";0;1500;1;1;0;59;28;"0";"0";28;66,6811457478686;7,31324660896873;7,31323283145731;3,17609125905568
"725";"jaqueira";50;1;"recife";0;1500;0;1;0;53;55;"1";"1";7,28010988928052;55;7,31324394236843;7,31324483123599;3,17609125905568
"726";"jaqueira";44;1;"recife";0;1996;1;1;0;36;59;"1";"1";6;59;7,59890949293887;7,59891526593923;3,30016053695135
"727";"jaqueira";25;0;"recife";0;3500;0;1;0;8;15;"1";"1";2,82842712474619;15;8,16051890053852;8,16051947196655;3,54406804435028
"728";"jaqueira";80;1;"recife";0;10000;1;1;0;46;55;"1";"1";6,78232998312527;55;9,21034083197608;9,21034092197603;4
"729";"jaqueira";21;0;"recife";0;1300;1;1;0;8;11;"1";"1";2,82842712474619;11;7,17012427716623;7,17012605230418;3,11394335230684
"730";"jaqueira";43;0;"recife";0;998;1;1;0;11;18;"1";"1";3,3166247903554;18;6,90576432038283;6,90577134836474;2,99913054128737
"731";"jaqueira";20;0;"recife";0;500;1;1;0;41;58;"1";"1";6,40312423743285;58;6,21477208497566;6,21484007151435;2,69897000433602
"732";"jaqueira";18;0;"recife";0;100;1;1;0;58;59;"1";"1";7,61577310586391;59;4,61095343074382;4,61105284914625;2
"733";"jaqueira";18;1;"olinda";0;400;1;1;0;13;29;"1";"1";3,60555127546399;29;5,99154579380738;5,99164578068418;2,60205999132796
"734";"jaqueira";26;0;"recife";0;1000;1;1;0;39;51;"1";"1";6,2449979983984;51;6,90779427822166;6,90780627768168;3
"735";"jaqueira";27;1;"recife";0;998;1;1;0;24;58;"1";"1";4,89897948556636;58;6,90577737230992;6,90581150731387;2,99913054128737
"736";"jaqueira";38;0;"recife";0;998;1;1;0;48;10;"0";"0";10;54,9282032302755;6,90580146772778;6,90576331638138;2,99913054128737
"737";"jaqueira";21;1;"recife";0;600;1;1;0;5;12;"1";"1";2,23606797749979;12;6,39694354400859;6,39696298799394;2,77815125038364
"738";"jaqueira";36;0;"recife";1;10000;1;1;0;40;44;"1";"1";6,32455532033676;44;9,2103407719761;9,21034081197609;4
"739";"jaqueira";37;0;"olinda";0;2000;1;1;0;40;37;"0";"0";37;46,3245553203368;7,60091245949208;7,6009117094993;3,30102999566398
"740";"jaqueira";34;1;"olinda";0;4500;1;1;0;37;40;"1";"1";6,08276253029822;40;8,41183450291724;8,4118346510651;3,65321251377534
"741";"jaqueira";30;0;"jaboatao";0;5000;1;1;0;30;32;"1";"1";5,47722557505166;32;8,51719439141552;8,51719447141542;3,69897000433602
"742";"jaqueira";50;1;"recife";0;200;1;1;0;18;57;"1";"1";4,24264068711928;57;5,2987672653284;5,29974135219905;2,30102999566398
"743";"jaqueira";27;1;"recife";0;5000;1;1;0;5;7;"1";"1";2,23606797749979;7;8,51719339141622;8,5171934714162;3,69897000433602
"744";"jaqueira";20;0;"recife";0;1996;1;1;0;5;21;"1";"1";2,23606797749979;21;7,59890171188566;7,59890572792069;3,30016053695135
"745";"jaqueira";25;1;"olinda";0;2000;1;1;0;16;45;"1";"1";4;45;7,60090645953408;7,6009137094788;3,30102999566398
"746";"jaqueira";30;0;"recife";0;1000;1;1;0;9;11;"1";"1";3;11;6,90776427894164;6,90776627892164;3
"747";"jaqueira";34;0;"recife";0;1900;1;1;0;35;38;"1";"1";5,91607978309962;38;7,54961886039839;7,54961969141492;3,27875360095283
"748";"jaqueira";35;1;"recife";0;1600;1;1;0;19;21;"1";"1";4,35889894354067;21;7,37776633007533;7,37776711131923;3,20411998265592
"749";"jaqueira";49;0;"recife";0;4000;0;1;0;37;10;"0";"0";10;43,0827625302982;8,29405195259935;8,29405026510183;3,60205999132796
"750";"jaqueira";43;0;"recife";0;4000;1;1;0;48;36;"0";"0";36;54,9282032302755;8,29405264009753;8,2940518900995;3,60205999132796
"751";"jaqueira";51;1;"recife";0;2000;1;1;0;25;33;"1";"1";5;33;7,60090870952255;7,60091070950805;3,30102999566398
"752";"jaqueira";60;0;"recife";0;15000;0;1;0;11;36;"1";"1";3,3166247903554;36;9,61580552897323;9,61580564008433;4,17609125905568
"753";"jaqueira";64;0;"recife";0;998;0;0;0;57;52;"0";"0";52;64,5498344352708;6,90581050335979;6,90580548357431;2,99913054128737
"754";"santana";26;0;"recife";0;2900;1;1;0;33;27;"0";"0";27;38,744562646538;7,97246993986699;7,97246922643315;3,46239799789896
"755";"santana";39;0;"paulista";0;2000;1;1;0;21;17;"0";"0";17;25,5825756949558;7,6009077095283;7,60090670953305;3,30102999566398
"756";"santana";82;0;"paulista";0;1500;1;1;0;51;42;"0";"0";42;58,1414284285429;7,31324305350008;7,31323905358275;3,17609125905568
"757";"santana";48;1;"recife";0;4990;1;1;0;18;20;"1";"1";4,24264068711928;20;8,51519191163397;8,51519199195487;3,69810054562339
"758";"santana";43;0;"recife";0;14000;0;0;0;34;57;"1";"1";5,8309518948453;57;9,54681278206677;9,54681289941368;4,14612803567824
"759";"santana";44;1;"recife";0;26000;0;1;0;47;50;"1";"1";6,85565460040104;50;10,1658518865302;10,1658518909681;4,41497334797082
"760";"santana";32;1;"recife";0;12000;1;1;0;35;59;"1";"1";5,91607978309962;59;9,39266217182566;9,39266233849228;4,07918124604762
"761";"santana";55;1;"recife";0;10000;1;1;0;28;51;"1";"0";5,29150262212918;51;9,21034065197614;9,21034088197605;4
"762";"santana";39;0;"recife";0;3000;1;1;0;53;50;"0";"0";50;60,2801098892805;8,0063734565218;8,00637312319037;3,47712125471966
"763";"santana";29;0;"recife";0;3500;0;0;0;36;21;"0";"0";21;42;8,1605211862487;8,16051996176175;3,54406804435028
"764";"santana";20;0;"recife";0;500;1;1;0;12;38;"1";"1";3,46410161513775;38;6,21465609727023;6,21476008687136;2,69897000433602
"765";"santana";32;0;"recife";0;5000;1;1;0;11;32;"1";"1";3,3166247903554;32;8,51719363141614;8,51719447141542;3,69897000433602
"766";"santana";70;0;"recife";0;2000;1;1;0;14;9;"0";"0";9;17,7416573867739;7,60090595953596;7,60090470953955;3,30102999566398
"767";"santana";56;0;"recife";1;11000;1;0;0;54;59;"1";"1";7,34846922834953;59;9,3056509980614;9,30565103938369;4,04139268515822
"768";"santana";40;0;"recife";0;1200;1;1;0;20;22;"1";"1";4,47213595499958;22;7,09009072456853;7,09009211343717;3,07918124604762
"769";"santana";34;1;"recife";0;3000;1;1;0;20;49;"1";"1";4,47213595499958;49;8,00636978987;8,00637301207987;3,47712125471966
"770";"santana";44;0;"recife";0;1200;1;1;0;26;39;"1";"1";5,09901951359278;39;7,09009489116865;7,09010391874268;3,07918124604762
"771";"santana";21;0;"recife";0;1500;1;1;0;56;50;"0";"1";50;63,4833147735479;7,31324527566947;7,31324260906561;3,17609125905568
"772";"santana";24;0;"recife";0;1300;1;1;0;8;51;"1";"1";2,82842712474619;51;7,17012427716623;7,17014972050909;3,11394335230684
"773";"santana";48;1;"recife";0;1500;1;1;0;59;25;"0";"1";25;66,6811457478686;7,31324660896873;7,31323149813968;3,17609125905568
