"","ID","parque","cod parque","nquest","idade","sexo","cidade","cod cidade","bairro","cod bairro","estadocivil","racacor","escolar","ocupacao","renda","depend","qdepend","objetivo","distantp","freqvis","tempoestad","tempoatfis","infraestrutura","manutencao","tamanho","sombra","seguranca","iluminacao","ruido","temperatura","qualiar","Influperman","vegetar","vegettemp","vegetruido","vegetinund","moraruido","moratemp","moraqualiar","moraarb","moradren","saudefis","saudemen","nivelstres","exppolatm","exppolson","lance1","resp1","lance2","resp2","bidl","bidh","lnRenda","t1","t2","lnRendat1","lnRendat2","...58"
"538",551,"macaxeira",6,"59",49,2,"abreu e Lima",102,"centro",1021,1,NA,11,5,500,NA,0,2,5000,6,120,0,4,3,4,3,4,4,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,17,0,12.8768943743823,0,0,21.1231056256177,2.69897000433602,-17,-12.8768943743823,6.2146760961103,6.21465960467322,NA
"539",552,"macaxeira",6,"60",59,1,"recife",101,"casa amarela",10121,1,NA,14,3,2000,NA,0,3,2000,1,150,150,4,4,5,5,3,4,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,NA,NA,6,1,10,1,2.44948974278318,10,3.30102999566398,-6,-10,7.60090395954096,7.60090495953896,NA
"540",553,"macaxeira",6,"61",27,1,"recife",101,"casa amarela",10121,0,NA,15,7,1900,NA,0,3,2000,2,120,60,3,3,5,3,1,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,27,1,37,1,5.19615242270663,37,3.27875360095283,-27,-37,7.54961664435094,7.54961941440949,NA
"541",554,"macaxeira",6,"62",34,1,"recife",101,"alto do mandu",1015,1,NA,15,3,1500,NA,2,4,1000,2,60,0,3,4,5,2,4,4,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,NA,NA,56,1,23,1,7.48331477354788,23,3.17609125905568,-56,-23,7.31324527566947,7.31323060926028,NA
"542",555,"macaxeira",6,"63",35,2,"recife",101,"alto do buriti",1014,1,NA,15,1,998,NA,0,3,1000,3,30,30,3,3,4,4,4,4,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,NA,NA,42,0,35.5192593015921,0,0,48.4807406984079,2.99913054128737,-42,-35.5192593015921,6.90579544392774,6.90578893743931,NA
"543",556,"macaxeira",6,"64",38,2,"recife",101,"apipucos",1019,0,NA,19,5,1200,NA,5,3,500,1,120,60,4,3,5,5,5,3,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,18,0,13.7573593128807,0,0,22.2426406871193,3.07918124604762,-18,-13.7573593128807,7.09008933569797,7.0900863894522,NA
"544",557,"macaxeira",6,"65",60,2,"recife",101,"guabiraba",10140,0,NA,12,4,998,NA,0,4,2000,3,150,0,5,4,4,3,4,4,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0,NA,NA,7,0,4.35424868893541,0,0,9.64575131106459,2.99913054128737,-7,-4.35424868893541,6.90576030437099,6.90575764801998,NA
"545",558,"macaxeira",6,"66",71,2,"recife",101,"macaxeira",10153,1,NA,9,5,1000,NA,1,3,500,1,60,60,4,4,5,2,4,3,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,30,0,24.5227744249483,0,0,35.4772255750517,3,-30,-24.5227744249483,6.90778527853215,6.90777980145588,NA
"546",560,"macaxeira",6,"68",33,1,"recife",101,"nova descoberta",10159,1,NA,17,3,3000,NA,1,2,1500,4,60,60,4,4,5,3,4,4,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,24,1,27,1,4.89897948556636,27,3.47712125471966,-24,-27,8.00637023431336,8.00637056764575,NA
"547",561,"macaxeira",6,"69",35,2,"recife",101,"corrego do jenipapo",10131,0,NA,15,3,998,NA,2,3,1000,1,120,120,3,4,5,4,3,4,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,NA,NA,36,0,30,0,0,42,2.99913054128737,-36,-30,6.90578942009142,6.90578339621882,NA
"548",563,"macaxeira",6,"74",42,1,"recife",101,"nova descoberta",10159,1,NA,15,2,5988,NA,3,3,1500,4,120,120,4,4,5,2,5,5,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,36,1,26,1,6,26,3.77728179167101,-36,-26,8.69751374955105,8.69751347065906,NA
"549",565,"macaxeira",6,"76",60,2,"recife",101,"casa amarela",10121,1,NA,12,3,2000,NA,1,3,2000,1,60,60,4,3,4,3,3,4,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,46,1,50,1,6.78232998312527,50,3.30102999566398,-46,-50,7.60091395947596,7.60091495946396,NA
"550",566,"macaxeira",6,"77",35,1,"recife",101,"nova descoberta",10159,1,NA,15,7,1100,NA,2,2,1500,2,150,0,5,4,5,2,4,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,NA,NA,28,1,56,1,5.29150262212918,56,3.04139268515822,-28,-56,7.00308859901459,7.00311173870727,NA
"551",569,"macaxeira",6,"80",60,2,"recife",101,"macaxeira",10153,0,NA,15,7,3000,NA,0,3,500,1,120,120,3,3,4,3,2,4,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,NA,NA,7,1,26,1,2.64575131106459,26,3.47712125471966,-7,-26,8.00636834542772,8.00637045653496,NA
"552",570,"macaxeira",6,"102",34,1,"recife",101,"casa amarela",10121,0,NA,15,2,2000,NA,0,2,2000,2,120,30,4,4,3,3,4,5,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,NA,NA,51,0,43.8585715714571,0,0,58.1414284285429,3.30102999566398,-51,-43.8585715714571,7.6009152094608,7.60091342412486,NA
"553",573,"macaxeira",6,"105",40,1,"recife",101,"vasco da gama",10180,1,NA,12,3,1000,NA,3,2,1500,2,60,15,4,5,4,3,5,5,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,NA,NA,48,1,22,1,6.92820323027551,22,3,-48,-22,6.90780327783017,6.90777727874014,NA
"554",574,"macaxeira",6,"106",36,1,"recife",101,"casa amarela",10121,0,NA,15,7,1800,NA,1,3,2000,2,120,120,3,3,5,2,3,4,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,NA,NA,38,0,31.835585997031,0,0,44.164414002969,3.25527250510331,-38,-31.835585997031,7.49555367221054,7.49555176963413,NA
"555",576,"macaxeira",6,"108",46,1,"recife",101,"casa amarela",10121,0,NA,15,7,1500,NA,1,4,2000,3,120,0,5,4,4,4,5,4,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,NA,NA,7,1,16,1,2.64575131106459,16,3.17609125905568,-7,-16,7.31322349819657,7.31322749817613,NA
"556",578,"macaxeira",6,"110",28,1,"recife",101,"casa amarela",10121,0,NA,19,7,1500,NA,0,3,2000,2,150,150,3,3,5,3,3,3,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,NA,NA,55,1,22,1,7.41619848709566,22,3.17609125905568,-55,-22,7.31324483123599,7.31323016482028,NA
"557",579,"macaxeira",6,"111",26,1,"recife",101,"casa amarela",10121,0,NA,15,3,1000,NA,0,3,2000,2,120,120,2,3,3,4,3,3,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,NA,NA,10,1,28,1,3.16227766016838,28,3,-10,-28,6.90776527893214,6.90778327859014,NA
"558",580,"macaxeira",6,"112",56,1,"jaboatao",111,"socorro",11114,0,NA,15,4,6000,NA,2,2,5000,6,60,0,3,4,4,4,4,4,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,43,1,10,1,6.557438524302,10,3.77815125038364,-43,-10,8.69951594265392,8.69951502598793,NA
"559",581,"macaxeira",6,"113",22,2,"recife",101,"vasco da gama",10180,0,NA,17,3,1050,NA,0,3,1500,4,150,120,4,4,5,4,4,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,41,0,34.5968757625672,0,0,47.4031242374328,3.02118929906994,-41,-34.5968757625672,6.95658263066872,6.95657682304539,NA
"560",582,"macaxeira",6,"114",59,1,"recife",101,"nova descoberta",10159,0,NA,12,4,3000,NA,4,3,1500,2,60,60,4,3,4,5,1,3,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,NA,NA,58,1,9,1,7.61577310586391,9,3.47712125471966,-58,-9,8.00637401207393,8.00636856764975,NA
"561",583,"macaxeira",6,"115",19,2,"recife",101,"agua fria",1013,0,NA,15,7,1000,NA,1,4,5000,6,150,0,5,5,5,5,5,5,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,26,0,20.9009804864072,0,0,31.0990195135928,3,-26,-20.9009804864072,6.90778127864414,6.9077761797442,NA
"562",585,"macaxeira",6,"117",78,1,"olinda",113,"rio doce",11314,1,NA,17,7,3000,NA,3,2,5000,4,120,0,2,3,4,4,3,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,NA,NA,50,0,42.9289321881345,0,0,57.0710678118655,3.47712125471966,-50,-42.9289321881345,8.00637312319037,8.00637233752023,NA
"563",586,"macaxeira",6,"118",24,1,"recife",101,"macaxeira",10153,0,NA,15,1,1000,NA,0,2,500,4,60,60,4,3,4,2,3,3,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,NA,NA,56,0,48.5166852264521,0,0,63.4833147735479,3,-56,-48.5166852264521,6.9078112774142,6.90780379449047,NA
"564",588,"macaxeira",6,"120",35,1,"recife",101,"casa amarela",10121,1,NA,0,3,1500,NA,2,2,2000,2,60,30,5,3,4,5,3,3,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,NA,NA,31,0,25.43223563717,0,0,36.56776436283,3.17609125905568,-31,-25.43223563717,7.31323416477317,7.31323169024226,NA
"565",589,"macaxeira",6,"121",23,2,"recife",101,"arruda",10181,0,NA,17,6,400,NA,0,2,4000,2,120,30,4,4,5,2,3,4,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,NA,NA,26,1,20,1,5.09901951359278,20,2.60205999132796,-26,-20,5.99162703390629,5.99158953929613,NA
"566",591,"macaxeira",6,"123",24,1,"recife",101,"nova descoberta",10159,0,NA,15,3,1000,NA,0,2,1500,2,60,15,4,4,3,3,4,4,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,41,1,43,1,6.40312423743285,43,3,-41,-43,6.90779627814166,6.90779827805766,NA
"567",593,"macaxeira",6,"125",30,1,"recife",101,"macaxeira",10153,0,NA,15,3,1500,NA,1,3,500,3,120,60,5,5,5,5,3,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,NA,NA,11,1,37,1,3.3166247903554,37,3.17609125905568,-11,-37,7.31322527596724,7.31323683139954,NA
"568",595,"macaxeira",6,"127",40,1,"recife",101,"macaxeira",10153,1,NA,0,3,1000,NA,2,3,500,3,120,60,5,5,5,4,3,2,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,NA,NA,12,1,47,1,3.46410161513775,47,3,-12,-47,6.90776727891014,6.90780227787767,NA
"569",596,"macaxeira",6,"128",29,2,"recife",101,"nova descoberta",10159,1,NA,17,3,2000,NA,1,3,1500,2,150,60,5,4,5,4,2,3,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,13,1,20,1,3.60555127546399,20,3.30102999566398,-13,-20,7.6009057095368,7.60090745952958,NA
"570",599,"macaxeira",6,"131",42,1,"recife",101,"apipucos",1019,0,NA,15,2,2000,NA,0,3,500,6,120,30,5,4,4,3,4,5,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,NA,NA,17,0,12.8768943743823,0,0,21.1231056256177,3.30102999566398,-17,-12.8768943743823,7.60090670953305,7.60090567876049,NA
"571",600,"macaxeira",6,"132",25,1,"recife",101,"macaxeira",10153,0,NA,15,6,1000,NA,0,2,500,4,30,0,5,5,4,3,5,4,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,NA,NA,57,0,49.4501655647292,0,0,64.5498344352708,3,-57,-49.4501655647292,6.9078122773577,6.90780472792508,NA
"572",602,"macaxeira",6,"134",30,1,"recife",101,"macaxeira",10153,1,NA,0,3,1000,NA,0,2,500,2,120,60,4,5,4,5,3,2,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,38,0,31.835585997031,0,0,44.164414002969,3,-38,-31.835585997031,6.90779327826016,6.90778711406139,NA
"573",603,"macaxeira",6,"135",45,1,"recife",101,"macaxeira",10153,1,NA,15,3,1500,NA,2,3,500,2,120,120,5,5,5,NA,3,4,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,NA,NA,30,0,24.5227744249483,0,0,35.4772255750517,3.17609125905568,-30,-24.5227744249483,7.31323372033475,7.31323128604176,NA
"574",604,"macaxeira",6,"136",32,2,"recife",101,"casa amarela",10121,0,NA,15,5,400,NA,1,2,2000,3,120,0,4,4,5,4,4,5,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,NA,NA,25,1,30,1,5,30,2.60205999132796,-25,-30,5.99162078490222,5.99165202953205,NA
"575",605,"macaxeira",6,"137",26,2,"recife",101,"casa amarela",10121,1,NA,17,3,1800,NA,2,3,2000,2,120,120,4,3,5,1,2,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,51,1,18,1,7.14142842854285,18,3.25527250510331,-51,-18,7.49555768450111,7.49554749942438,NA
"576",606,"macaxeira",6,"138",35,2,"recife",101,"vasco da gama",10180,0,NA,19,3,2500,NA,2,3,1500,3,120,120,3,3,4,1,3,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,NA,NA,52,0,44.788897449072,0,0,59.211102550928,3.39794000867204,-52,-44.788897449072,7.82405433082168,7.82405317705421,NA
"577",607,"macaxeira",6,"139",35,1,"recife",101,"guabiraba",10140,0,NA,0,7,1000,NA,3,2,2000,2,60,60,4,4,5,3,2,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,NA,NA,7,1,11,1,2.64575131106459,11,3,-7,-11,6.90776227895764,6.90776627892164,NA
"578",608,"macaxeira",6,"140",38,2,"recife",101,"macaxeira",10153,0,NA,15,2,1500,NA,1,2,500,3,60,30,5,4,4,2,3,3,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,NA,NA,42,0,35.5192593015921,0,0,48.4807406984079,3.17609125905568,-42,-35.5192593015921,7.31323905358275,7.31323617330317,NA
"579",609,"macaxeira",6,"141",51,1,"recife",101,"casa amarela",10121,0,NA,15,1,1000,NA,0,3,2000,1,120,60,5,4,3,3,5,4,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,NA,NA,46,1,36,1,6.78232998312527,36,3,-46,-36,6.90780127792417,6.90779127833415,NA
"580",611,"macaxeira",6,"143",33,1,"recife",101,"macaxeira",10153,0,NA,15,3,1500,NA,0,2,500,2,120,60,4,5,5,5,4,2,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,NA,NA,39,0,32.7550020016016,0,0,45.2449979983984,3.17609125905568,-39,-32.7550020016016,7.31323772027341,7.31323494476301,NA
"581",612,"macaxeira",6,"144",50,1,"recife",101,"macaxeira",10153,1,NA,15,3,2000,NA,3,2,500,2,120,0,4,4,4,4,4,4,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,NA,NA,52,1,22,1,7.21110255092798,22,3.30102999566398,-52,-22,7.60091545945758,7.60090795952696,NA
"582",616,"macaxeira",6,"154",38,2,"recife",101,"nova descoberta",10159,0,NA,15,8,1000,NA,3,3,1500,1,120,120,5,5,4,2,4,4,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,25,1,33,1,5,33,3,-25,-33,6.90778027866964,6.90778827843765,NA
"583",617,"macaxeira",6,"155",53,1,"recife",101,"casa amarela",10121,1,NA,15,3,2000,NA,3,3,2000,2,120,60,5,4,5,3,5,4,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,NA,NA,16,1,20,1,4,20,3.30102999566398,-16,-20,7.60090645953408,7.60090745952958,NA
"584",618,"macaxeira",6,"156",20,1,"recife",101,"jardim primavera",10148,0,NA,15,1,500,NA,0,2,5000,3,150,0,5,4,5,5,4,4,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,NA,NA,42,1,52,1,6.48074069840786,52,2.69897000433602,-42,-52,6.21477608431177,6.21481607679319,NA
"585",620,"macaxeira",6,"158",24,2,"camaragibe",104,"cosme e damiao",10410,0,NA,17,6,700,NA,0,3,5000,2,120,120,5,4,5,2,4,4,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,28,0,16,1,16,33.2915026221292,2.84509804001426,-28,-16,6.55113747626796,6.55111298757153,NA
"586",621,"macaxeira",6,"159",29,1,"camaragibe",104,"timbi",1045,1,NA,19,3,2500,NA,1,2,5000,4,120,0,4,3,5,2,4,4,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,NA,NA,10,1,23,1,3.16227766016838,23,3.39794000867204,-10,-23,7.82404761085501,7.82404969084952,NA
"587",622,"macaxeira",6,"160",31,1,"recife",101,"macaxeira",10153,0,NA,12,3,1000,NA,2,3,500,1,60,60,4,4,5,3,3,4,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,7,1,14,1,2.64575131106459,14,3,-7,-14,6.90776227895764,6.90776927888414,NA
"588",625,"macaxeira",6,"163",27,1,"recife",101,"casa amarela",10121,1,NA,14,3,1800,NA,1,3,2000,1,60,60,3,3,5,3,3,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,NA,NA,58,1,6,1,7.61577310586391,6,3.25527250510331,-58,-6,7.4955598449586,7.49554379573439,NA
"589",626,"macaxeira",6,"164",21,2,"recife",101,"corrego do jenipapo",10131,0,NA,15,3,1500,NA,0,2,1000,1,30,0,5,4,5,2,3,3,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,NA,NA,7,1,8,1,2.64575131106459,8,3.17609125905568,-7,-8,7.31322349819657,7.31322394263954,NA
"590",627,"macaxeira",6,"165",52,2,"recife",101,"vasco da gama",10180,1,NA,12,7,2300,NA,2,3,1500,1,120,120,4,2,4,1,3,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,14,1,14,1,3.74165738677394,14,3.36172783601759,-14,-14,7.74066704841657,7.74066704841657,NA
"591",628,"macaxeira",6,"166",25,1,"recife",101,"alto do mandu",1015,0,NA,15,3,1200,NA,0,3,1000,1,150,150,4,3,4,1,3,3,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,NA,NA,30,1,15,1,5.47722557505166,15,3.07918124604762,-30,-15,7.09009766889241,7.09008725238851,NA
"592",629,"macaxeira",6,"167",46,1,"recife",101,"corrego da areia",10130,1,NA,19,2,2500,NA,2,3,900,2,60,60,4,3,4,2,3,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,NA,NA,20,1,13,1,4.47213595499958,13,3.39794000867204,-20,-13,7.82404921085117,7.82404809085413,NA
"593",630,"macaxeira",6,"168",57,1,"recife",101,"nova descoberta",10159,1,NA,9,2,2500,NA,3,4,1500,3,120,0,3,3,4,2,4,3,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,NA,NA,20,0,15.5278640450004,0,0,24.4721359549996,3.39794000867204,-20,-15.5278640450004,7.82404921085117,7.82404849531145,NA
"594",631,"macaxeira",6,"169",47,1,"recife",101,"casa amarela",10121,1,NA,19,3,3000,NA,3,4,2000,3,120,0,4,3,4,2,3,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,NA,NA,45,0,20,1,20,51.7082039324994,3.47712125471966,-45,-20,8.00637256763775,8.00636978987,NA
"595",632,"macaxeira",6,"170",31,2,"recife",101,"corrego do jenipapo",10131,0,NA,14,3,1000,NA,2,3,1000,2,30,30,5,4,5,3,4,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,20,0,15.5278640450004,0,0,24.4721359549996,3,-20,-15.5278640450004,6.90777527878214,6.90777080672563,NA
"596",633,"macaxeira",6,"171",36,1,"recife",101,"alto santa teresinha",1018,1,NA,19,2,3500,NA,2,4,3000,4,120,0,5,4,5,4,4,4,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,24,0,19.1010205144336,0,0,28.8989794855664,3.54406804435028,-24,-19.1010205144336,8.16052020665926,8.16051980674327,NA
"597",634,"macaxeira",6,"172",63,1,"recife",101,"macaxeira",10153,1,NA,9,7,3000,NA,4,4,500,4,120,0,3,3,5,3,5,4,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,NA,NA,37,0,30.9172374697018,0,0,43.0827625302982,3.47712125471966,-37,-30.9172374697018,8.00637167875291,8.00637100289295,NA
"598",635,"macaxeira",6,"173",37,2,"recife",101,"vasco da gama",10180,0,NA,14,8,1200,NA,1,3,1500,2,60,60,5,4,5,1,3,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,12,0,8.53589838486225,0,0,15.4641016151378,3.07918124604762,-12,-8.53589838486225,7.0900851690747,7.09008276346573,NA
"599",636,"macaxeira",6,"174",29,2,"recife",101,"dois irmaos",10133,1,NA,19,3,1800,NA,2,4,2000,4,120,0,4,4,4,1,3,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,41,0,34.5968757625672,0,0,47.4031242374328,3.25527250510331,-41,-34.5968757625672,7.49555459812518,7.49555262187532,NA
"600",637,"macaxeira",6,"175",33,1,"recife",101,"dois irmaos",10133,1,NA,19,3,2500,NA,2,4,2000,4,120,0,5,4,4,1,3,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,30,1,12,1,5.47722557505166,12,3.39794000867204,-30,-12,7.82405081084477,7.82404793085445,NA
"601",639,"macaxeira",6,"177",22,1,"recife",101,"corrego do jenipapo",10131,0,NA,17,3,1000,NA,0,3,1000,2,60,60,3,3,5,2,3,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,29,0,19,1,19,34.3851648071345,3,-29,-19,6.90778427856165,6.90777427880164,NA
"602",643,"macaxeira",6,"181",32,2,"recife",101,"alto do mandu",1015,1,NA,19,3,1500,NA,3,3,1000,1,60,60,4,4,5,1,3,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,41,1,24,1,6.40312423743285,24,3.17609125905568,-41,-24,7.3132386091465,7.31323105370008,NA
"603",644,"macaxeira",6,"182",28,1,"recife",101,"macaxeira",10153,1,NA,15,3,2000,NA,3,3,500,1,60,60,4,4,5,2,2,2,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,30,1,13,1,5.47722557505166,13,3.30102999566398,-30,-13,7.60090995951396,7.6009057095368,NA
"604",645,"macaxeira",6,"183",25,2,"recife",101,"corrego do jenipapo",10131,0,NA,15,8,800,NA,1,3,1000,1,120,120,4,4,5,2,2,2,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,49,0,42,0,0,56,2.90308998699194,-49,-42,6.68468828723717,6.6846773505147,NA
"605",646,"macaxeira",6,"184",38,2,"recife",101,"nova descoberta",10159,0,NA,14,3,1200,NA,2,3,1500,1,120,120,3,3,4,2,2,3,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,33,0,27.255437353462,0,0,38.744562646538,3.07918124604762,-33,-27.255437353462,7.09009975218018,7.09009576298402,NA
"606",647,"macaxeira",6,"185",34,1,"recife",101,"macaxeira",10153,1,NA,19,3,1700,NA,1,3,500,1,60,60,4,4,4,1,2,2,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,46,1,7,1,6.78232998312527,7,3.23044892137827,-46,-7,7.43839944687265,7.4383859521867,NA
"607",648,"macaxeira",6,"186",49,1,"recife",101,"casa amarela",10121,1,NA,19,2,3000,NA,3,3,2000,1,60,60,3,3,4,2,3,3,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,NA,NA,49,1,7,1,7,7,3.47712125471966,-49,-7,8.00637301207987,8.00636834542772,NA
"608",649,"macaxeira",6,"187",21,1,"camaragibe",104,"alto santo antonio",1047,1,NA,15,7,998,NA,1,7,5000,1,120,120,3,3,5,2,2,3,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,0,NA,NA,8,0,5.17157287525381,0,0,10.8284271247462,2.99913054128737,-8,-5.17157287525381,6.90576130837546,6.90575846861938,NA
"609",650,"macaxeira",6,"188",37,2,"recife",101,"casa amarela",10121,0,NA,9,2,2300,NA,0,3,2000,2,120,120,3,3,4,1,2,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,0,NA,NA,33,1,12,1,5.74456264653803,12,3.36172783601759,-33,-12,7.74067064008304,7.74066667034567,NA
"610",651,"macaxeira",6,"189",53,2,"recife",101,"vasco da gama",10180,0,NA,5,4,998,NA,3,3,1500,1,60,60,5,3,4,2,1,4,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,NA,NA,14,0,7,1,7,17.7416573867739,2.99913054128737,-14,-7,6.90576733238113,6.90576030437099,NA
"611",653,"macaxeira",6,"191",32,1,"recife",101,"alto do mandu",1015,1,NA,19,2,3400,NA,0,3,1000,1,120,120,4,4,4,1,3,3,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,NA,NA,33,0,27.255437353462,0,0,38.744562646538,3.53147891704225,-33,-27.255437353462,8.13153356527146,8.13153306833827,NA
"612",656,"jaqueira",7,"2",80,2,"recife",101,"agua fria",1013,1,NA,19,7,998,NA,0,3,3000,1,60,30,3,4,4,4,4,4,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,NA,NA,42,0,36,0,36,48.4807406984079,2.99913054128737,-42,-36,6.90579544392774,6.90578942009142,NA
"613",658,"jaqueira",7,"4",29,1,"recife",101,"imbiribeira",10144,1,NA,19,7,1200,NA,0,3,5000,2,60,60,4,4,4,4,4,4,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,19,1,45,1,4.35889894354067,45,3.07918124604762,-19,-45,7.09009003013349,7.09010808528782,NA
